entity, label, occurrences
Brussels, GPE, 36
John Bell, PERSON, 36
Britons, ORG, 36
West, LOC, 36
Delaware, GPE, 36
billions of dollars, MONEY, 36
The Food and Drug Administration, ORG, 36
Francis Collins, PERSON, 36
last year, DATE, 36
Cabinet, ORG, 36
RNZ News, ORG, 35
Pfizer Covid, PERSON, 35
Leyen, GPE, 35
the coming months, DATE, 35
Pfizer Inc., ORG, 35
90 million, CARDINAL, 35
Atlantic, LOC, 35
year's end, DATE, 35
The European Commission, ORG, 35
3,000, CARDINAL, 35
Nasdaq, ORG, 35
the year, DATE, 35
10 million, CARDINAL, 35
Pascal Soriot, PERSON, 35
Nov. 1, DATE, 35
Healthcare, ORG, 35
RT World, ORG, 34
South Korean, NORP, 34
BioNtech, ORG, 34
Taiwan, GPE, 34
three months, DATE, 34
Queensland, GPE, 34
the World Health Organization (WHO, ORG, 34
BBC, ORG, 34
Colorado, GPE, 34
Philadelphia, GPE, 33
1 billion, CARDINAL, 33
60,000, CARDINAL, 33
earlier this month, DATE, 33
the World Health Organisation, ORG, 33
recent weeks, DATE, 33
7, CARDINAL, 33
Moderna Inc., ORG, 33
two months, DATE, 33
hundreds of thousands, CARDINAL, 33
U.N., ORG, 33
World Health Organization, ORG, 32
$1 billion, MONEY, 32
University of Queensland, ORG, 32
last night, TIME, 32
this summer, DATE, 32
CBC Radio, ORG, 32
up to, CARDINAL, 32
This week, DATE, 32
IBM, ORG, 32
Merck, ORG, 32
more than 90 percent, PERCENT, 32
Covid, ORG, 32
Denmark, GPE, 32
Andrew Pollard, PERSON, 31
Shots - Health News, ORG, 31
GMB, ORG, 31
Johnson & Johnson's, ORG, 31
Novavax, PERSON, 31
the Supreme Court, ORG, 31
Saudi Arabia, GPE, 31
$1.6 billion, MONEY, 31
Virginia, GPE, 31
Maine, GPE, 31
Pa., GPE, 31
Vancouver Sun, PERSON, 30
North Carolina, GPE, 30
30, CARDINAL, 30
this weekend, DATE, 30
Boris, PERSON, 30
Brazilians, NORP, 30
Glaxosmithkline, PERSON, 30
Mexican, NORP, 30
Houston, GPE, 30
Donald Trump's, PERSON, 30
two days, DATE, 30
1,000, CARDINAL, 30
Rodrigo Duterte, PERSON, 30
Japanese, NORP, 30
William Shakespeare, PERSON, 30
AstraZeneca COVID-19, PRODUCT, 30
CBS, ORG, 30
The U.S. Food and Drug Administration, ORG, 29
a month, DATE, 29
Peter Hotez, PERSON, 29
NBC, ORG, 29
Politico, GPE, 29
Piers Morgan, PERSON, 29
Gates, ORG, 29
Jerome Adams, PERSON, 29
Medicare, ORG, 29
The New York Times Here’s, ORG, 29
Los Angeles Times, ORG, 29
Black Americans, NORP, 29
RT Op-ed, PERSON, 29
95 percent, PERCENT, 29
Gottlieb, PERSON, 29
Rhode Island, GPE, 28
the first week, DATE, 28
200,000, CARDINAL, 28
90, DATE, 28
the US Food and Drug Administration, ORG, 28
tens of millions, MONEY, 28
Azar, ORG, 28
Last week, DATE, 28
5 million, CARDINAL, 28
later this month, DATE, 28
The European Medicines Agency, ORG, 28
Philippine, NORP, 28
just days, DATE, 28
English, LANGUAGE, 28
Joe Biden’s, PERSON, 28
Four, CARDINAL, 28
45, CARDINAL, 28
six months, DATE, 28
as early as next month, DATE, 27
Iranian, NORP, 27
90, CARDINAL, 27
the middle of next year, DATE, 27
60 million, CARDINAL, 27
UAE, GPE, 27
VIRUS, ORG, 27
Sao Paulo, GPE, 27
YouTube, ORG, 27
Nov. 3, DATE, 27
1st, DATE, 27
Operation Warp Speed, WORK_OF_ART, 27
Sweden, GPE, 27
the coming days, DATE, 27
Elon Musk, PERSON, 27
Pacific, LOC, 27
Half, CARDINAL, 27
the end of the day, DATE, 27
Inovio, ORG, 27
HSE, ORG, 27
Rick Scott, PERSON, 27
Hancock, PERSON, 27
Germans, NORP, 26
12 to 18 months, DATE, 26
the European Commission, ORG, 26
afternoon, TIME, 26
Coronavirus Vaccine, PERSON, 26
Hilary Jones, PERSON, 26
Bush, PERSON, 26
Nicola Sturgeon, ORG, 26
IOC, ORG, 26
more than 100, CARDINAL, 26
Pfizer-BioNTech, PERSON, 26
Sydney, GPE, 26
Tom Hanks, PERSON, 26
Easter, ORG, 26
Capitol Hill, ORG, 26
17, CARDINAL, 26
Harvard, ORG, 26
Bill, PERSON, 26
Perdue, PERSON, 26
2018, DATE, 26
Feds, NORP, 26
Jim Cramer, PERSON, 25
Chicago Tribune, ORG, 25
19, CARDINAL, 25
Robin Shattock, PERSON, 25
Atlanta, GPE, 25
60, CARDINAL, 25
Redfield, PERSON, 25
Supreme Court, ORG, 25
100%, PERCENT, 25
less than two months, DATE, 25
the end of December, DATE, 25
January 2021, DATE, 25
2024, DATE, 25
Tedros Adhanom Ghebreyesus, PERSON, 25
the United Nations, ORG, 25
more than half, CARDINAL, 25
US & Canada, ORG, 25
Murphy, PERSON, 25
92%, PERCENT, 25
The West Australian, LOC, 25
Meg Tirrell, PERSON, 25
600, MONEY, 25
Tucker Carlson, PERSON, 25
60%, PERCENT, 25
Kemp, PERSON, 25
80, DATE, 24
Netherlands, GPE, 24
autumn, DATE, 24
Deborah Birx, PERSON, 24
AstraZeneca Plc, ORG, 24
Swiss, NORP, 24
Bill Clinton, PERSON, 24
Learn, ORG, 24
TheHill, ORG, 24
fifth, ORDINAL, 24
Mass., GPE, 24
THREE, CARDINAL, 24
| CTV News, ORG, 24
Stanford, ORG, 24
season, DATE, 24
Oxford University’s, ORG, 24
13, CARDINAL, 24
The United Kingdom, GPE, 24
Europeans, NORP, 24
50%, PERCENT, 24
New Year, EVENT, 24
more than 90, CARDINAL, 24
Tam, PERSON, 24
16, CARDINAL, 24
SNL, ORG, 24
B.C., PERSON, 23
Switzerland, GPE, 23
Clinton, PERSON, 23
tens of millions, CARDINAL, 23
BORIS JOHNSON, PERSON, 23
many months, DATE, 23
the University of Queensland, ORG, 23
Bill de Blasio, PERSON, 23
ten, CARDINAL, 23
1.5 million, CARDINAL, 23
one day, DATE, 23
NEW YORK, GPE, 23
Morgan Stanley, ORG, 23
University of Oxford, ORG, 23
Hill, PERSON, 23
Ian McKellen, PERSON, 23
Chris Smith, PERSON, 23
27, CARDINAL, 23
New Yorkers, NORP, 23
2016, DATE, 23
N.J., GPE, 23
Electoral College, ORG, 23
European Commission, ORG, 23
Ursula von, PERSON, 23
U.S. FDA, ORG, 22
overnight, TIME, 22
Vancouver, GPE, 22
Bill Kelly, PERSON, 22
The Daily Beast, FAC, 22
late October, DATE, 22
6,000, CARDINAL, 22
Alok Sharma, PERSON, 22
Anjalee Khemlani, PERSON, 22
Overnight Health Care, WORK_OF_ART, 22
mRNA-1273, GPE, 22
African Americans, NORP, 22
Regeneron, ORG, 22
Goldman, ORG, 22
Keir Starmer, PERSON, 22
Daily Mail Online, ORG, 22
40,000, CARDINAL, 22
Yahoo Finance’s, ORG, 22
6, CARDINAL, 22
Kentucky, GPE, 22
Martin Kenyon, PERSON, 22
- Washington Times, ORG, 22
Bright, PERSON, 22
Adrian Hill, PERSON, 22
earlier this year, DATE, 22
Third, ORDINAL, 21
U.S, GPE, 21
- Los Angeles Times, ORG, 21
George W. Bush, PERSON, 21
202, CARDINAL, 21
three weeks, DATE, 21
the Financial Times, ORG, 21
TB, ORG, 21
Spanish, NORP, 21
Michael Gove, PERSON, 21
Vin Gupta, PERSON, 21
Latin American, NORP, 21
ABC, ORG, 21
Chile, GPE, 21
2017, DATE, 21
15, CARDINAL, 21
500,000, CARDINAL, 21
400 million, CARDINAL, 21
11, CARDINAL, 21
the end of next year, DATE, 21
early January, DATE, 21
75, DATE, 21
two million, CARDINAL, 21
TikTok, ORG, 21
65, DATE, 21
EXPLAINER, PERSON, 21
200, CARDINAL, 21
tonight, TIME, 21
40, CARDINAL, 21
86%, PERCENT, 21
Ford, ORG, 21
recent days, DATE, 21
more than 1,000, CARDINAL, 20
Kayleigh McEnany, PERSON, 20
United Kingdom, GPE, 20
Christmas Day, DATE, 20
EUA, ORG, 20
Benjamin Netanyahu, PERSON, 20
two years, DATE, 20
300, CARDINAL, 20
Rudy Giuliani, PERSON, 20
the Middle East, LOC, 20
Jeremy Farrar, PERSON, 20
Peru, GPE, 20
Alan Joyce, PERSON, 20
Doug Ford, PERSON, 20
Imperial College London, ORG, 20
Gallup, ORG, 20
the New York Times, ORG, 20
Birx, PERSON, 20
Bahrain, GPE, 20
Pfizer Inc, ORG, 20
Playbook, PERSON, 20
Nadhim Zahawi, PERSON, 20
six weeks, DATE, 20
95 per cent, MONEY, 20
Belgian, NORP, 20
Santa, GPE, 20
World Health Organisation, ORG, 20
next winter, DATE, 20
Centers for Disease Control and Prevention, ORG, 19
the end of the month, DATE, 19
Oxford Covid, ORG, 19
Yesterday, DATE, 19
Moderna Inc's, ORG, 19
Only half, CARDINAL, 19
Government, ORG, 19
Danish, NORP, 19
more than one, CARDINAL, 19
the first quarter of 2021, DATE, 19
Puerto Rico, GPE, 19
Nicole Saphier, PERSON, 19
Coronavirus Australia, ORG, 19
50,000, CARDINAL, 19
Powell, PERSON, 19
Saudi, NORP, 19
recent months, DATE, 19
year’s end, DATE, 19
Laurie Garrett, PERSON, 19
United Airlines, ORG, 19
Squawk Box, PERSON, 19
2,000, CARDINAL, 19
monthly, DATE, 19
Musk, PERSON, 19
Morrison, PERSON, 19
80%, PERCENT, 19
early December, DATE, 19
Serum Institute, ORG, 19
Gustave Perna, PERSON, 19
at least one, CARDINAL, 19
EU, GPE, 19
South African, NORP, 19
Pete Evans, PERSON, 19
WSJ, ORG, 19
Indonesian, NORP, 18
Boris Johnson's, PERSON, 18
Dow Jones, ORG, 18
Jill Biden, PERSON, 18
Health Ministry, ORG, 18
coming weeks, DATE, 18
several months, DATE, 18
Bolsonaro, ORG, 18
Pfizer Inc's, ORG, 18
West Virginia, GPE, 18
hundreds of millions of dollars, MONEY, 18
TheJournal.ie - Breaking Irish and International News, WORK_OF_ART, 18
Moderna Covid, PERSON, 18
RNZ, ORG, 18
FedEx, PERSON, 18
Johns Hopkins, ORG, 18
#, CARDINAL, 18
Novak Djokovic, PERSON, 18
the Tokyo Olympics, EVENT, 18
20%, PERCENT, 18
Racing to a Cure, WORK_OF_ART, 18
Covid Vaccine, PERSON, 18
Nine, CARDINAL, 18
Victoria, PERSON, 18
ITV, ORG, 18
Sanjay Gupta, PERSON, 18
CanSino, ORG, 18
Brooklyn, GPE, 18
next spring, DATE, 18
Ron DeSantis, PERSON, 18
Manhattan, GPE, 18
Moderna Inc's, PERSON, 18
century-old, DATE, 18
This Morning, TIME, 18
91, DATE, 18
South Dakota, GPE, 18
Toronto Sun, ORG, 18
10 days, DATE, 18
Morocco, GPE, 18
NYC, ORG, 18
The Wall Street Journal, ORG, 18
$2.1 billion, MONEY, 18
Black, LOC, 18
Theresa Tam, PERSON, 18
Afghanistan, GPE, 18
five million, CARDINAL, 18
San Francisco, GPE, 18
15 million, CARDINAL, 18
summer 2021, DATE, 17
World, ORG, 17
early next week, DATE, 17
hundreds of millions, MONEY, 17
Paul Hudson, PERSON, 17
$1 million, MONEY, 17
More than 100, CARDINAL, 17
Dec. 15, DATE, 17
World Bank, ORG, 17
the next few days, DATE, 17
Wilmington, GPE, 17
his first 100 days, DATE, 17
Thomas Bach, PERSON, 17
the United Arab Emirates, GPE, 17
PPE, ORG, 17
800,000, CARDINAL, 17
Marty Makary, PERSON, 17
Jacinda Ardern, PERSON, 17
Latest, ORG, 17
9News, CARDINAL, 17
Paul McCartney, PERSON, 17
Rita Wilson, PERSON, 17
Midwest, LOC, 17
TSX, ORG, 17
year end, DATE, 17
Rick Hillier, PERSON, 17
NBA, ORG, 17
Interpol, ORG, 17
Jon LaPook, PERSON, 17
Johns Hopkins University, ORG, 17
MHRA, ORG, 17
Ilhan Omar, PERSON, 17
late next year, DATE, 17
This Week, DATE, 17
Paul Reid, PERSON, 17
million, CARDINAL, 17
the days, DATE, 17
later this year, DATE, 17
Six, CARDINAL, 17
DW, ORG, 17
one million, CARDINAL, 17
Twitter, PERSON, 17
Vaccines, ORG, 17
2009, DATE, 17
Utah, GPE, 17
Bonnie Henry, PERSON, 17
Evening, TIME, 17
Constitution, LAW, 17
Downing Street, FAC, 17
D-Calif., GPE, 16
Anvisa, PERSON, 16
Jens Spahn, PERSON, 16
the U.S. Centers for Disease Control and Prevention, ORG, 16
early April, DATE, 16
NFL, ORG, 16
2,000, MONEY, 16
more than 100,000, CARDINAL, 16
Dec. 14, DATE, 16
Slaoui, ORG, 16
$1.95 billion, MONEY, 16
Iraq, GPE, 16
early November, DATE, 16
94%, PERCENT, 16
Dublin, GPE, 16
weekend, DATE, 16
quarterly, DATE, 16
only half, CARDINAL, 16
Sinovac Biotech, PERSON, 16
Los Angeles, GPE, 16
Jonathan Van Tam, PERSON, 16
| TV & Radio, ORG, 16
The Washington Post Plus, ORG, 16
200 million, CARDINAL, 16
CBS News', ORG, 16
the next few months, DATE, 16
the first day, DATE, 16
| Travel, ORG, 16
Dozens, CARDINAL, 16
Connecticut, GPE, 16
coming days, DATE, 16
Sun, ORG, 16
Letitia Wright, PERSON, 16
Jeane Freeman, PERSON, 16
Bolsonaro, PERSON, 16
ABC News, WORK_OF_ART, 16
Iowa, GPE, 16
Baker, PERSON, 16
NYSE, ORG, 16
Mike Ryan, PERSON, 16
late November, DATE, 16
early summer, DATE, 16
Oregon, GPE, 16
80, CARDINAL, 16
40%, PERCENT, 16
the winter, DATE, 16
day, DATE, 16
Cozy Bear, PERSON, 16
Kansas, GPE, 16
Bell, ORG, 16
a single day, DATE, 16
COVID Vaccine, PERSON, 16
Tehran, GPE, 16
the Department of Health, ORG, 15
Boeing, ORG, 15
Dolly Parton, PERSON, 15
Andrea Mitchell, PERSON, 15
Volunteer, PERSON, 15
Monday night, TIME, 15
Andy Murray, PERSON, 15
the past week, DATE, 15
10%, PERCENT, 15
Drugmakers, PERSON, 15
25, CARDINAL, 15
Pfizer Inc's, PERSON, 15
BERLIN, ORG, 15
Bryce Cartwright, PERSON, 15
Belarus, GPE, 15
Glaxo, ORG, 15
Stephane Bancel, ORG, 15
up to 90%, PERCENT, 15
the New Year, EVENT, 15
100million, CARDINAL, 15
Ottawa, ORG, 15
another year, DATE, 15
Lewis Hamilton, PERSON, 15
Michael Osterholm, PERSON, 15
Science & Tech News, ORG, 15
Siegel, PERSON, 15
The West Australian, GPE, 15
US & Canada News, ORG, 15
more than a year, DATE, 15
Al Jazeera US, ORG, 15
Gavin Williamson, PERSON, 15
Medicines, ORG, 15
2.9 million, CARDINAL, 15
Melinda Gates, PERSON, 15
8, CARDINAL, 15
Sandra Lindsay, PERSON, 15
Capitol Hill, LOC, 15
9, CARDINAL, 15
USA, GPE, 15
Ashish Jha, PERSON, 15
Oxford AstraZeneca, ORG, 15
YouGov, ORG, 15
94.5 percent, PERCENT, 15
18, CARDINAL, 15
Tedros, PERSON, 15
the White House's, ORG, 15
Paris, GPE, 15
Rome, GPE, 15
United Nations, ORG, 15
the holidays, DATE, 15
Fox & Friends, ORG, 15
Nevada, GPE, 15
sixth, ORDINAL, 15
The US Food and Drug Administration, ORG, 15
the World Health Organization's, ORG, 15
BORIS Johnson, PERSON, 15
BRUSSELS, ORG, 15
Norway, GPE, 15
Moderna COVID, PERSON, 15
Prince William, PERSON, 15
Leo Varadkar, PERSON, 15
Vaccine Taskforce, ORG, 14
Daily Star, WORK_OF_ART, 14
Pfizer, GPE, 14
COVID, ORG, 14
91-year-old, DATE, 14
Defense, ORG, 14
91, CARDINAL, 14
21, CARDINAL, 14
late Friday, DATE, 14
Gamaleya Institute, ORG, 14
Inovio Pharmaceuticals, ORG, 14
Quebec City, GPE, 14
DW Business Africa, ORG, 14
Newsweek, ORG, 14
United, ORG, 14
Newsroom, PRODUCT, 14
Turkish, NORP, 14
Paul Stoffels, PERSON, 14
$2 billion, MONEY, 14
William Haseltine, PERSON, 14
late March, DATE, 14
NYC, LOC, 14
600 million, CARDINAL, 14
Melinda Gates Foundation, ORG, 14
25 million, CARDINAL, 14
Moderna Inc, ORG, 14
the end of March, DATE, 14
Hundreds of thousands, CARDINAL, 14
Venezuela, GPE, 14
ER, GPE, 14
