,Brand,Vader
4977,Sputnik V,-0.0253
4978,Pfizer,-0.6249
4979,Pfizer,0.8316
4980,Pfizer,0.7351
4981,AstraZeneca,-0.8658
4982,Pfizer,0.34
4983,AstraZeneca,0.0
4984,Pfizer,0.0
4985,Moderna,0.0
4986,Pfizer,0.6124
4987,Pfizer,0.4767
4988,AstraZeneca,0.7717
4989,Pfizer,0.8074
4990,Biontech,0.4215
4991,Pfizer,0.4215
4992,Johnson & Johnson,-0.8213
4993,AstraZeneca,0.25
4994,Biontech,-0.3818
4995,Pfizer,-0.3818
4996,Biontech,-0.3818
4997,Pfizer,-0.3818
4998,Pfizer,-0.0987
4999,AstraZeneca,0.0
5000,AstraZeneca,-0.6966
5001,AstraZeneca,-0.691
5002,AstraZeneca,-0.2023
5003,AstraZeneca,-0.4215
5004,Moderna,-0.6774
5005,Biontech,0.8957
5006,Pfizer,0.8957
5007,AstraZeneca,0.8875
5008,Pfizer,0.7506
5009,Pfizer,-0.5574
5010,Biontech,0.7774
5011,Pfizer,0.7774
5012,Pfizer,0.4019
5013,AstraZeneca,0.0
5014,Pfizer,0.5267
5015,Pfizer,0.6369
5016,Pfizer,0.2023
5017,Pfizer,0.7506
5018,AstraZeneca,-0.743
5019,Moderna,-0.25
5020,Pfizer,0.2263
5021,Moderna,0.2263
5022,Sputnik V,0.8374
5023,Johnson & Johnson,0.7579
5024,Moderna,-0.3818
5025,AstraZeneca,0.5106
5026,Moderna,0.7184
5027,Pfizer,-0.6249
5028,Johnson & Johnson,-0.3182
5029,Biontech,0.0
5030,Pfizer,0.0
5031,Moderna,0.8271
5032,AstraZeneca,-0.4767
5033,Pfizer,0.0
5034,AstraZeneca,0.0
5035,AstraZeneca,0.6808
5036,AstraZeneca,0.0
5037,Pfizer,-0.2263
5038,Pfizer,-0.3182
5039,Moderna,-0.3182
5040,AstraZeneca,0.7998
5041,AstraZeneca,0.856
5042,Pfizer,-0.2263
5043,Biontech,0.4215
5044,Pfizer,0.4215
5045,AstraZeneca,-0.4767
5046,AstraZeneca,0.296
5047,AstraZeneca,-0.5736
5048,Johnson & Johnson,-0.6597
5049,AstraZeneca,0.7506
5050,AstraZeneca,0.1779
5051,AstraZeneca,0.3182
5052,Sputnik V,-0.34
5053,Pfizer,0.296
5054,AstraZeneca,-0.743
5055,AstraZeneca,0.3832
5056,AstraZeneca,0.4767
5057,AstraZeneca,-0.3818
5058,Moderna,-0.3182
5059,AstraZeneca,-0.5859
5060,AstraZeneca,-0.6115
5061,Pfizer,0.8402
5062,Moderna,0.6808
5063,AstraZeneca,-0.6808
5064,AstraZeneca,0.0258
5065,Johnson & Johnson,0.6908
5066,Johnson & Johnson,0.7964
5067,AstraZeneca,0.2761
5068,Pfizer,-0.5267
5069,Pfizer,0.0
5070,AstraZeneca,-0.6408
5071,AstraZeneca,0.25
5072,Pfizer,0.0
5073,Moderna,0.0
5074,AstraZeneca,0.5859
5075,Biontech,0.5859
5076,Pfizer,0.5859
5077,AstraZeneca,-0.1027
5078,AstraZeneca,0.34
5079,Pfizer,0.5927
5080,Pfizer,0.0
5081,Moderna,0.0
5082,AstraZeneca,-0.6486
5083,Sputnik V,0.0
5084,AstraZeneca,-0.7783
5085,AstraZeneca,-0.1511
5086,Pfizer,0.9081
5087,Pfizer,0.6444
5088,Pfizer,0.8074
5089,Biontech,0.0
5090,Pfizer,0.0
5091,Pfizer,-0.296
5092,Biontech,0.8156000000000001
5093,Pfizer,0.8156000000000001
5094,Moderna,0.8156000000000001
5095,Pfizer,0.4767
5096,Moderna,0.0258
5097,AstraZeneca,-0.9042
5098,AstraZeneca,0.0
5099,AstraZeneca,0.2144
5100,Biontech,0.9978
5101,Pfizer,0.9978
5102,Moderna,0.9978
5103,Johnson & Johnson,0.9978
5104,Biontech,0.128
5105,Pfizer,0.128
5106,Moderna,0.128
5107,Pfizer,0.0
5108,Moderna,0.8074
5109,AstraZeneca,0.0
5110,Pfizer,0.0
5111,Johnson & Johnson,-0.4019
5112,AstraZeneca,0.6369
5113,AstraZeneca,0.3818
5114,AstraZeneca,-0.9436
5115,Moderna,0.8934
5116,Biontech,0.0
5117,Pfizer,0.0
5118,Moderna,0.0
5119,Johnson & Johnson,0.0
5120,AstraZeneca,-0.8934
5121,Pfizer,-0.4767
5122,AstraZeneca,0.5574
5123,AstraZeneca,0.3612
5124,AstraZeneca,0.1027
5125,Johnson & Johnson,0.8225
5126,AstraZeneca,0.7096
5127,Biontech,0.3204
5128,Pfizer,0.3204
5129,Moderna,0.8689
5130,Biontech,0.8442
5131,Pfizer,0.8442
5132,Biontech,0.0
5133,Pfizer,0.0
5134,Sputnik V,-0.8591000000000001
5135,Pfizer,0.3818
5136,Pfizer,-0.4364
5137,Sputnik V,-0.8632
5138,Johnson & Johnson,0.7269
5139,Pfizer,0.8442
5140,Pfizer,-0.3089
5141,Pfizer,0.6808
5142,AstraZeneca,-0.2263
5143,AstraZeneca,-0.5994
5144,Pfizer,-0.5994
5145,Moderna,-0.5994
5146,AstraZeneca,0.0
5147,Moderna,0.6124
5148,Pfizer,-0.5922
5149,Moderna,0.0
5150,AstraZeneca,0.6808
5151,Pfizer,0.6808
5152,Johnson & Johnson,-0.1556
5153,AstraZeneca,0.4019
5154,Johnson & Johnson,0.0
5155,Biontech,0.1531
5156,Pfizer,0.1531
5157,AstraZeneca,0.0834
5158,Pfizer,0.1779
5159,Biontech,-0.3919
5160,Pfizer,-0.3919
5161,Moderna,-0.0258
5162,Moderna,-0.0129
5163,Johnson & Johnson,0.0
5164,Pfizer,0.5844
5165,Biontech,0.5423
5166,AstraZeneca,0.2819
5167,Pfizer,0.4215
5168,Moderna,0.4215
5169,AstraZeneca,0.0
5170,Johnson & Johnson,0.4754
5171,Johnson & Johnson,0.0
5172,AstraZeneca,-0.2023
5173,Moderna,0.8885
5174,AstraZeneca,0.0
5175,AstraZeneca,-0.296
5176,AstraZeneca,-0.9622
5177,Biontech,0.5106
5178,Pfizer,0.5106
5179,Pfizer,-0.8225
5180,Pfizer,0.5574
5181,Moderna,0.3182
5182,AstraZeneca,0.6808
5183,Biontech,0.9041
5184,Pfizer,0.9041
5185,Pfizer,0.0
5186,AstraZeneca,-0.8481
5187,Pfizer,0.281
5188,Moderna,0.281
5189,AstraZeneca,0.0258
5190,AstraZeneca,-0.8658
5191,Pfizer,0.2144
5192,AstraZeneca,-0.4835
5193,Biontech,0.3716
5194,Moderna,-0.1531
5195,Biontech,0.4767
5196,Pfizer,0.4767
5197,Pfizer,0.128
5198,Pfizer,-0.6124
5199,Pfizer,0.0
5200,Pfizer,-0.4019
5201,AstraZeneca,0.6908
5202,AstraZeneca,-0.7845
5203,Pfizer,0.8519
5204,Moderna,0.8519
5205,Biontech,-0.9928
5206,Pfizer,-0.9928
5207,AstraZeneca,-0.3182
5208,Pfizer,-0.7184
5209,AstraZeneca,0.4824
5210,Pfizer,-0.1027
5211,Pfizer,0.911
5212,Biontech,0.0
5213,Pfizer,0.0
5214,AstraZeneca,-0.2732
5215,AstraZeneca,0.0
5216,Pfizer,0.6597
5217,Johnson & Johnson,0.34
5218,Johnson & Johnson,-0.4939
5219,Biontech,0.5256
5220,Pfizer,0.5256
5221,Johnson & Johnson,0.4939
5222,Johnson & Johnson,0.9287
5223,Pfizer,-0.802
5224,AstraZeneca,-0.0516
5225,Biontech,-0.0516
5226,Pfizer,-0.0516
5227,Moderna,-0.0516
5228,AstraZeneca,-0.4215
5229,Pfizer,0.4215
5230,Moderna,0.9538
5231,AstraZeneca,-0.0258
5232,AstraZeneca,0.0
5233,Johnson & Johnson,-0.2716
5234,AstraZeneca,-0.4019
5235,Johnson & Johnson,-0.52
5236,Moderna,0.6845
5237,AstraZeneca,-0.5994
5238,Biontech,0.4767
5239,Pfizer,0.4767
5240,Sputnik V,-0.2936
5241,AstraZeneca,-0.8176
5242,Moderna,0.4215
5243,Biontech,0.7003
5244,Pfizer,0.7003
5245,Pfizer,-0.5574
5246,Moderna,0.7906
5247,AstraZeneca,0.0
5248,Biontech,0.1531
5249,Pfizer,0.1531
5250,AstraZeneca,-0.7579
5251,Biontech,0.8658
5252,Pfizer,0.8658
5253,AstraZeneca,-0.5574
5254,AstraZeneca,0.0
5255,Moderna,0.5574
5256,Moderna,0.0
5257,AstraZeneca,0.0
5258,AstraZeneca,0.0
5259,Biontech,0.4939
5260,Biontech,0.296
5261,Pfizer,0.296
5262,Moderna,0.4019
5263,AstraZeneca,0.0
5264,AstraZeneca,-0.128
5265,Johnson & Johnson,-0.128
5266,Biontech,-0.7003
5267,Pfizer,-0.7003
5268,Biontech,0.3818
5269,Pfizer,0.3818
5270,Biontech,0.4019
5271,Pfizer,0.4019
5272,AstraZeneca,0.34
5273,AstraZeneca,0.7351
5274,AstraZeneca,0.0557
5275,Biontech,0.0557
5276,Pfizer,0.0557
5277,AstraZeneca,-0.296
5278,Biontech,0.1779
5279,Moderna,-0.6369
5280,Pfizer,0.0
5281,Moderna,-0.2732
5282,AstraZeneca,0.5106
5283,Biontech,-0.2206
5284,Pfizer,-0.2206
5285,Pfizer,0.5267
5286,AstraZeneca,-0.2425
5287,Biontech,0.0
5288,Moderna,0.0
5289,Biontech,0.872
5290,Pfizer,0.872
5291,AstraZeneca,-0.6606
5292,AstraZeneca,0.0
5293,Pfizer,-0.4019
5294,Pfizer,0.25
5295,Biontech,-0.4019
5296,Pfizer,-0.4019
5297,Biontech,-0.6844
5298,Pfizer,-0.6844
5299,Pfizer,-0.5411
5300,Johnson & Johnson,-0.2732
5301,Moderna,0.0
5302,AstraZeneca,-0.128
5303,Pfizer,-0.128
5304,Johnson & Johnson,-0.128
5305,Moderna,0.7003
5306,AstraZeneca,0.952
5307,AstraZeneca,-0.4588
5308,Johnson & Johnson,0.4767
5309,Biontech,0.8658
5310,Pfizer,0.8658
5311,AstraZeneca,0.7717
5312,AstraZeneca,0.0
5313,Moderna,-0.3818
5314,AstraZeneca,0.5532
5315,Pfizer,0.5532
5316,AstraZeneca,-0.2144
5317,Pfizer,-0.2144
5318,Moderna,-0.2144
5319,AstraZeneca,-0.8481
5320,Moderna,0.2732
5321,Johnson & Johnson,-0.2023
5322,Pfizer,-0.7506
5323,AstraZeneca,0.2263
5324,AstraZeneca,0.0
5325,Biontech,0.0
5326,Pfizer,0.0
5327,Moderna,0.6124
5328,Moderna,0.802
5329,AstraZeneca,-0.3818
5330,Biontech,0.6059
5331,AstraZeneca,-0.2263
5332,AstraZeneca,0.7003
5333,Biontech,-0.128
5334,Pfizer,-0.128
5335,Pfizer,0.3182
5336,Biontech,0.4767
5337,Pfizer,0.4767
5338,Biontech,0.5319
5339,Pfizer,0.5319
5340,Pfizer,0.25
5341,AstraZeneca,-0.3612
5342,Johnson & Johnson,0.0
5343,AstraZeneca,0.2235
5344,Sputnik V,-0.7918
5345,AstraZeneca,0.5116
5346,Moderna,-0.8591
5347,Pfizer,0.7783
5348,AstraZeneca,0.128
5349,Pfizer,0.128
5350,Moderna,0.128
5351,AstraZeneca,0.2732
5352,AstraZeneca,0.3182
5353,Pfizer,0.6056
5354,Pfizer,0.0
5355,Moderna,-0.4019
5356,Moderna,0.6249
5357,AstraZeneca,-0.128
5358,AstraZeneca,0.0
5359,Moderna,0.0
5360,Moderna,0.836
5361,AstraZeneca,0.7783
5362,Pfizer,0.8225
5363,Pfizer,0.5719
5364,Pfizer,0.6597
5365,AstraZeneca,-0.5994
5366,Pfizer,0.0
5367,AstraZeneca,-0.3094
5368,Pfizer,-0.1675
5369,AstraZeneca,0.4215
5370,AstraZeneca,0.0
5371,AstraZeneca,-0.0772
5372,Pfizer,0.743
5373,Pfizer,0.3818
5374,Moderna,0.3818
5375,Pfizer,0.34
5376,Johnson & Johnson,0.34
5377,Biontech,-0.8779
5378,Pfizer,-0.8779
5379,AstraZeneca,0.959
5380,Johnson & Johnson,-0.4939
5381,AstraZeneca,0.5859
5382,Pfizer,0.4767
5383,AstraZeneca,-0.0772
5384,AstraZeneca,-0.5719
5385,Pfizer,0.2263
5386,Pfizer,-0.0836
5387,Biontech,-0.9168
5388,Pfizer,-0.9168
5389,Pfizer,0.1053
5390,AstraZeneca,-0.7096
5391,Moderna,-0.25
5392,Pfizer,0.0
5393,AstraZeneca,-0.1511
5394,Johnson & Johnson,0.1655
5395,Pfizer,0.5719
5396,Biontech,0.0
5397,Pfizer,0.0
5398,AstraZeneca,-0.1779
5399,Moderna,0.6369
5400,AstraZeneca,0.3182
5401,Pfizer,0.3182
5402,Sputnik V,0.128
5403,Pfizer,0.0
5404,Pfizer,0.9809
5405,Moderna,0.9809
5406,AstraZeneca,0.6369
5407,Moderna,0.0
5408,Moderna,0.3291
5409,Johnson & Johnson,0.4019
5410,Moderna,-0.4767
5411,AstraZeneca,0.0
5412,Pfizer,0.0
5413,Moderna,0.0
5414,AstraZeneca,0.0
5415,AstraZeneca,0.5106
5416,Pfizer,0.5106
5417,Moderna,0.5106
5418,AstraZeneca,0.7906
5419,Sputnik V,-0.128
5420,Sputnik V,0.0
5421,Pfizer,0.7506
5422,AstraZeneca,-0.1779
5423,Pfizer,0.4215
5424,Moderna,0.4215
5425,Sputnik V,0.6705
5426,Pfizer,0.2732
5427,Pfizer,0.2732
5428,AstraZeneca,0.4215
5429,Pfizer,0.6486
5430,AstraZeneca,-0.3528
5431,AstraZeneca,0.4767
5432,AstraZeneca,0.7506
5433,AstraZeneca,0.8807
5434,Biontech,0.0
5435,Pfizer,0.0
5436,Pfizer,0.3254
5437,Pfizer,-0.5023
5438,Biontech,0.0
5439,Pfizer,0.0
5440,Moderna,0.4939
5441,Sputnik V,0.0
5442,Pfizer,-0.5775
5443,Johnson & Johnson,0.0
5444,AstraZeneca,-0.6908
5445,Pfizer,0.8126
5446,Biontech,0.4404
5447,Pfizer,0.4404
5448,Moderna,-0.3182
5449,Moderna,0.0
5450,Pfizer,0.7717
5451,AstraZeneca,-0.0936
5452,AstraZeneca,-0.5187
5453,AstraZeneca,-0.1154
5454,Pfizer,-0.1154
5455,AstraZeneca,-0.7119
5456,Pfizer,0.4404
5457,Pfizer,0.3182
5458,Moderna,0.6808
5459,Moderna,0.0
5460,AstraZeneca,-0.296
5461,Moderna,0.6908
5462,Johnson & Johnson,0.4019
5463,AstraZeneca,0.25
5464,AstraZeneca,0.4404
5465,Moderna,0.4191
5466,AstraZeneca,0.7964
5467,AstraZeneca,0.0
5468,AstraZeneca,0.0
5469,AstraZeneca,0.3878
5470,Biontech,-0.0258
5471,Pfizer,-0.0258
5472,Johnson & Johnson,-0.8555
5473,AstraZeneca,0.4215
5474,Moderna,0.4215
5475,AstraZeneca,-0.3182
5476,Pfizer,0.0
5477,Biontech,0.818
5478,Pfizer,0.818
5479,AstraZeneca,-0.3612
5480,Moderna,0.4767
5481,AstraZeneca,-0.4767
5482,Pfizer,0.9095
5483,Pfizer,0.0
5484,AstraZeneca,0.2023
5485,Sputnik V,0.7096
5486,Moderna,-0.7184
5487,AstraZeneca,0.4767
5488,Pfizer,0.4215
5489,Pfizer,0.7269
5490,Pfizer,-0.022
5491,Johnson & Johnson,-0.2732
5492,Moderna,0.4939
5493,Johnson & Johnson,0.0
5494,Pfizer,0.0258
5495,Johnson & Johnson,0.3612
5496,Pfizer,-0.765
5497,Pfizer,-0.7096
5498,AstraZeneca,0.3182
5499,Pfizer,0.2023
5500,Moderna,0.3182
5501,AstraZeneca,0.0
5502,Johnson & Johnson,-0.0516
5503,Pfizer,0.0772
5504,AstraZeneca,0.0
5505,Moderna,-0.926
5506,Sputnik V,0.6187
5507,Pfizer,-0.3919
5508,Biontech,0.0
5509,Pfizer,0.0
5510,AstraZeneca,-0.6032
5511,Moderna,0.128
5512,Pfizer,0.7506
5513,AstraZeneca,-0.4215
5514,Pfizer,0.0
5515,Biontech,0.8979
5516,Pfizer,0.8979
5517,AstraZeneca,0.128
5518,AstraZeneca,-0.1779
5519,AstraZeneca,0.6257
5520,AstraZeneca,0.0258
5521,Biontech,0.9527
5522,Pfizer,0.9527
5523,Moderna,0.9527
5524,Sputnik V,0.9527
5525,Moderna,0.0
5526,Johnson & Johnson,0.5994
5527,Biontech,-0.1779
5528,Pfizer,0.8687
5529,AstraZeneca,0.4215
5530,Pfizer,-0.6444
5531,Sputnik V,0.8374
5532,Pfizer,0.3182
5533,Johnson & Johnson,0.3182
5534,Sputnik V,-0.34
5535,AstraZeneca,-0.7096
5536,AstraZeneca,0.6124
5537,Pfizer,-0.2952
5538,Moderna,-0.2952
5539,Pfizer,0.7346
5540,Moderna,0.7346
5541,Johnson & Johnson,0.7346
5542,AstraZeneca,-0.3182
5543,Moderna,0.7096
5544,Biontech,0.7269
5545,Pfizer,0.7269
5546,Pfizer,-0.3818
5547,Pfizer,-0.4186
5548,Johnson & Johnson,0.0
5549,Biontech,0.4754
5550,Pfizer,0.4754
5551,AstraZeneca,-0.296
5552,AstraZeneca,0.0516
5553,Biontech,0.5574
5554,Pfizer,0.5574
5555,AstraZeneca,0.8316
5556,AstraZeneca,-0.7351
5557,AstraZeneca,0.6908
5558,Sputnik V,-0.2023
5559,Moderna,-0.0772
5560,Pfizer,0.5106
5561,Pfizer,0.0
5562,Moderna,0.4404
5563,Pfizer,0.5423
5564,Biontech,-0.2023
5565,Pfizer,-0.2023
5566,Pfizer,0.7717
5567,Moderna,0.0
5568,Pfizer,0.2263
5569,Pfizer,-0.8047
5570,Biontech,-0.4925
5571,Pfizer,-0.4925
5572,Pfizer,-0.6879
5573,Moderna,0.7506
5574,AstraZeneca,-0.4767
5575,AstraZeneca,0.5859
5576,Pfizer,0.7351
5577,Pfizer,0.7783
5578,AstraZeneca,-0.5994
5579,Biontech,0.4939
5580,Pfizer,0.4939
5581,Moderna,0.4939
5582,Biontech,0.6195
5583,Pfizer,0.6195
5584,Pfizer,0.8807
5585,Pfizer,0.128
5586,Pfizer,0.5499
5587,Pfizer,0.7506
5588,Pfizer,0.25
5589,AstraZeneca,-0.836
5590,Moderna,0.6486
5591,AstraZeneca,-0.1926
5592,Pfizer,0.6705
5593,Biontech,-0.2732
5594,Pfizer,-0.2732
5595,AstraZeneca,-0.3804
5596,Pfizer,-0.5106
5597,Moderna,-0.5106
5598,AstraZeneca,0.3213
5599,Biontech,0.3213
5600,Pfizer,0.3213
5601,Moderna,0.3213
5602,Johnson & Johnson,0.3213
5603,Moderna,0.0772
5604,Pfizer,0.0
5605,Moderna,0.0
5606,AstraZeneca,-0.7589
5607,Pfizer,-0.0772
5608,Moderna,0.3818
5609,Moderna,0.0
5610,AstraZeneca,0.0
5611,Sputnik V,0.0
5612,Johnson & Johnson,0.6597
5613,Pfizer,0.5574
5614,AstraZeneca,-0.8176
5615,Pfizer,0.4767
5616,Biontech,0.0
5617,Pfizer,0.0
5618,Pfizer,0.2732
5619,Moderna,0.2732
5620,Biontech,0.9246
5621,Pfizer,0.9246
5622,Biontech,0.6486
5623,Pfizer,0.6486
5624,Pfizer,-0.5719
5625,Pfizer,-0.5267
5626,Pfizer,0.2023
5627,Pfizer,0.5955
5628,AstraZeneca,0.296
5629,Moderna,0.296
5630,AstraZeneca,0.0
5631,Pfizer,0.8746
5632,Moderna,0.8746
5633,Pfizer,0.9091
5634,AstraZeneca,-0.2023
5635,Biontech,0.4767
5636,Pfizer,0.4767
5637,AstraZeneca,0.5267
5638,Biontech,0.0
5639,Pfizer,0.0
5640,AstraZeneca,0.0
5641,Pfizer,0.7956
5642,Pfizer,0.6705
5643,Pfizer,-0.8225
5644,Pfizer,-0.5859
5645,Sputnik V,0.0
5646,AstraZeneca,0.1027
5647,Pfizer,-0.8519
5648,AstraZeneca,-0.4767
5649,AstraZeneca,-0.4767
5650,Biontech,0.0
5651,Pfizer,0.9254
5652,Pfizer,0.0
5653,AstraZeneca,0.9437
5654,Johnson & Johnson,0.8442
5655,Johnson & Johnson,0.0
5656,AstraZeneca,0.8491
5657,Moderna,0.0
5658,Pfizer,0.9118
5659,Pfizer,0.743
5660,AstraZeneca,0.1027
5661,AstraZeneca,0.9081
5662,Pfizer,0.8402
5663,AstraZeneca,0.8742
5664,Pfizer,0.0
5665,AstraZeneca,0.1531
5666,AstraZeneca,0.0387
5667,Pfizer,0.2732
5668,AstraZeneca,0.91
5669,Sputnik V,-0.0343
5670,Biontech,0.0
5671,Pfizer,0.0
5672,Pfizer,0.8716
5673,Moderna,0.8716
5674,AstraZeneca,-0.4767
5675,AstraZeneca,0.0
5676,AstraZeneca,0.765
5677,Moderna,0.743
5678,Pfizer,0.6597
5679,AstraZeneca,0.8519
5680,Biontech,0.0
5681,Pfizer,0.0
5682,Johnson & Johnson,0.6124
5683,AstraZeneca,-0.7184
5684,Moderna,0.0
5685,AstraZeneca,0.0
5686,Biontech,0.6808
5687,Pfizer,0.6808
5688,AstraZeneca,-0.9371
5689,Moderna,-0.3182
5690,Moderna,-0.2584
5691,AstraZeneca,0.6369
5692,Sputnik V,0.1027
5693,AstraZeneca,-0.128
5694,AstraZeneca,0.6597
5695,Pfizer,0.2973
5696,Moderna,0.1531
5697,Biontech,0.0
5698,Pfizer,0.0
5699,AstraZeneca,0.0
5700,Johnson & Johnson,0.4019
5701,Pfizer,0.0
5702,Moderna,0.4019
5703,Pfizer,-0.4767
5704,Pfizer,0.7506
5705,Pfizer,0.3612
5706,Pfizer,-0.3404
5707,Pfizer,0.5423
5708,Moderna,0.5423
5709,AstraZeneca,0.128
5710,AstraZeneca,0.1027
5711,Pfizer,-0.4184
5712,Pfizer,0.296
5713,Pfizer,0.6137
5714,AstraZeneca,0.4019
5715,Biontech,0.7783
5716,Pfizer,0.7783
5717,Pfizer,-0.1027
5718,Moderna,-0.1027
5719,Moderna,0.4588
5720,Sputnik V,0.0772
5721,AstraZeneca,-0.2732
5722,Pfizer,0.0
5723,Moderna,0.0
5724,AstraZeneca,0.3182
5725,Pfizer,0.2263
5726,AstraZeneca,0.0258
5727,Sputnik V,0.4019
5728,AstraZeneca,0.8091
5729,AstraZeneca,-0.3818
5730,Johnson & Johnson,0.5423
5731,AstraZeneca,0.7227
5732,AstraZeneca,0.4767
5733,Biontech,-0.7964
5734,Pfizer,-0.7964
5735,Pfizer,0.0
5736,AstraZeneca,-0.1655
5737,Pfizer,0.4019
5738,Biontech,0.4215
5739,Pfizer,0.4215
5740,Johnson & Johnson,0.5423
5741,AstraZeneca,-0.9001
5742,Johnson & Johnson,0.6705
5743,Biontech,0.34
5744,Pfizer,0.34
5745,AstraZeneca,-0.3182
5746,Moderna,0.2263
5747,AstraZeneca,0.3612
5748,AstraZeneca,-0.4767
5749,Sputnik V,-0.8555
5750,Johnson & Johnson,0.8553
5751,Biontech,0.6124
5752,Pfizer,0.6124
5753,AstraZeneca,0.7609
5754,Biontech,0.0
5755,Pfizer,0.0
5756,AstraZeneca,0.0
5757,Biontech,0.079
5758,Moderna,0.3182
5759,Moderna,-0.8658
5760,Biontech,0.3182
5761,Pfizer,0.3182
5762,Pfizer,0.6729
5763,Sputnik V,0.6729
5764,Johnson & Johnson,0.5719
5765,AstraZeneca,-0.6808
5766,AstraZeneca,0.542
5767,Pfizer,-0.4588
5768,Moderna,0.3919
5769,Pfizer,0.4767
5770,Moderna,0.4767
5771,Pfizer,0.0
5772,Pfizer,0.0
5773,AstraZeneca,-0.1779
5774,Biontech,0.4019
5775,Pfizer,0.4019
5776,Pfizer,0.296
5777,Pfizer,0.6908
5778,Biontech,0.3182
5779,Pfizer,0.3182
5780,Pfizer,-0.6124
5781,Pfizer,0.0772
5782,AstraZeneca,0.0
5783,Johnson & Johnson,0.0
5784,AstraZeneca,-0.3818
5785,Pfizer,0.6808
5786,AstraZeneca,0.6908
5787,AstraZeneca,0.7351
5788,Biontech,0.7351
5789,Pfizer,0.7351
5790,Moderna,0.7351
5791,Sputnik V,-0.4854
5792,Moderna,0.875
5793,AstraZeneca,-0.4215
5794,AstraZeneca,-0.6705
5795,Sputnik V,-0.6249
5796,Pfizer,0.8658
5797,Pfizer,-0.2023
5798,Johnson & Johnson,0.8402
5799,Pfizer,-0.5719
5800,AstraZeneca,0.4215
5801,Pfizer,0.0
5802,Moderna,0.0
5803,Pfizer,0.9571
5804,Pfizer,0.765
5805,AstraZeneca,-0.25
5806,Biontech,0.2023
5807,Pfizer,0.2023
5808,AstraZeneca,0.52
5809,AstraZeneca,-0.8126
5810,Biontech,0.4767
5811,Pfizer,0.4767
5812,Pfizer,-0.296
5813,Pfizer,0.2732
5814,Moderna,-0.4588
5815,Sputnik V,0.8106
5816,AstraZeneca,0.0
5817,AstraZeneca,-0.959
5818,Pfizer,0.6249
5819,Moderna,-0.0258
5820,Johnson & Johnson,0.0
5821,Pfizer,0.0
5822,Moderna,0.0
5823,Pfizer,-0.1531
5824,Pfizer,0.0
5825,Biontech,-0.2732
5826,Pfizer,-0.2732
5827,Pfizer,0.3182
5828,AstraZeneca,-0.9371
5829,AstraZeneca,0.7096
5830,Biontech,-0.1027
5831,Pfizer,-0.1027
5832,AstraZeneca,0.0258
5833,Pfizer,0.7501
5834,AstraZeneca,-0.4019
5835,Sputnik V,0.6124
5836,Pfizer,0.0
5837,Sputnik V,0.0
5838,Biontech,0.836
5839,Pfizer,0.836
5840,Moderna,0.2263
5841,Moderna,0.8271
5842,Pfizer,0.4767
5843,Moderna,0.1027
5844,Biontech,-0.1027
5845,Pfizer,-0.1027
5846,AstraZeneca,0.9274
5847,Biontech,-0.8998000000000002
5848,Pfizer,-0.8998000000000002
5849,Pfizer,0.0
5850,Pfizer,-0.5994
5851,AstraZeneca,0.743
5852,Moderna,0.765
5853,AstraZeneca,0.486
5854,Johnson & Johnson,-0.34
5855,AstraZeneca,-0.296
5856,Sputnik V,0.0
5857,AstraZeneca,0.9134
5858,AstraZeneca,0.0
5859,Biontech,0.0
5860,Pfizer,0.0
5861,Moderna,-0.2263
5862,AstraZeneca,0.0
5863,Pfizer,0.34
5864,Moderna,-0.296
5865,Moderna,-0.1027
5866,AstraZeneca,-0.6705
5867,AstraZeneca,0.5478
5868,Pfizer,0.3781
5869,Pfizer,0.5719
5870,Johnson & Johnson,0.2023
5871,AstraZeneca,-0.9454
5872,Moderna,0.1027
5873,Johnson & Johnson,0.7096
5874,Sputnik V,-0.1531
5875,Sputnik V,0.128
5876,Pfizer,0.4767
5877,Biontech,-0.0772
5878,Pfizer,-0.0772
5879,Moderna,-0.0772
5880,Biontech,-0.9231
5881,Pfizer,-0.9231
5882,AstraZeneca,0.2732
5883,Pfizer,-0.2732
5884,AstraZeneca,0.7351
5885,AstraZeneca,0.6705
5886,Moderna,-0.2263
5887,Pfizer,0.2263
5888,Moderna,-0.6369
5889,Pfizer,-0.5574
5890,Biontech,0.7506
5891,Pfizer,0.7506
5892,Moderna,0.0
5893,Moderna,0.7506
5894,AstraZeneca,-0.5537
5895,Pfizer,0.4404
5896,AstraZeneca,-0.5719
5897,AstraZeneca,0.0
5898,Pfizer,0.6326
5899,Pfizer,0.7902
5900,Johnson & Johnson,0.0258
5901,Moderna,0.2732
5902,AstraZeneca,0.8316
5903,Pfizer,0.4754
5904,Moderna,0.4754
5905,Moderna,0.7351
5906,AstraZeneca,0.8402
5907,AstraZeneca,0.0
5908,AstraZeneca,-0.2732
5909,Pfizer,0.8779
5910,Biontech,-0.2057
5911,Pfizer,-0.2057
5912,AstraZeneca,0.8319
5913,Pfizer,-0.128
5914,Moderna,-0.128
5915,AstraZeneca,-0.4215
5916,Biontech,0.7576
5917,Pfizer,0.7576
5918,Pfizer,0.0
5919,Sputnik V,-0.5574
5920,AstraZeneca,-0.9042
5921,Sputnik V,0.7783
5922,Johnson & Johnson,0.7269
5923,Johnson & Johnson,0.25
5924,Pfizer,0.9753
5925,Moderna,0.9753
5926,Johnson & Johnson,0.9753
