,Brand,Vader
11520,AstraZeneca,0.2263
11521,Pfizer,0.3612
11522,Biontech,0.0
11523,Pfizer,0.0
11524,AstraZeneca,0.296
11525,Biontech,-0.5994
11526,Pfizer,-0.5994
11527,Moderna,-0.5994
11528,AstraZeneca,0.4215
11529,Pfizer,-0.8316
11530,Johnson & Johnson,0.0
11531,Biontech,0.7351
11532,Pfizer,0.7351
11533,Pfizer,0.2263
11534,Moderna,0.0
11535,Pfizer,0.8686999999999999
11536,Moderna,0.8686999999999999
11537,Biontech,0.7967
11538,Pfizer,0.7967
11539,Moderna,0.7967
11540,AstraZeneca,0.0
11541,Pfizer,0.0
11542,Moderna,0.0
11543,Moderna,-0.5267
11544,AstraZeneca,-0.2732
11545,Biontech,-0.6369
11546,Pfizer,-0.6369
11547,Biontech,0.694
11548,Pfizer,0.694
11549,AstraZeneca,-0.2263
11550,Pfizer,0.0
11551,Moderna,0.7184
11552,Pfizer,0.5423
11553,Moderna,0.5423
11554,Johnson & Johnson,0.6597
11555,Biontech,-0.6369
11556,Pfizer,-0.6369
11557,Pfizer,0.5499
11558,AstraZeneca,-0.3291
11559,AstraZeneca,0.4215
11560,Moderna,0.7579
11561,Pfizer,0.6369
11562,Biontech,0.4939
11563,Pfizer,0.4939
11564,Pfizer,-0.6369
11565,AstraZeneca,-0.605
11566,Biontech,0.6369
11567,Pfizer,0.6369
11568,AstraZeneca,0.1531
11569,AstraZeneca,0.7269
11570,Moderna,0.4767
11571,AstraZeneca,-0.8036
11572,Moderna,0.8225
11573,Pfizer,0.0
11574,Johnson & Johnson,-0.6808
11575,Biontech,0.6597
11576,Pfizer,0.6597
11577,Pfizer,0.2023
11578,Pfizer,0.8255
11579,AstraZeneca,0.6808
11580,Pfizer,-0.6908
11581,Moderna,-0.6908
11582,Pfizer,-0.2023
11583,Pfizer,0.4767
11584,AstraZeneca,-0.5106
11585,AstraZeneca,0.4215
11586,Johnson & Johnson,-0.1531
11587,Biontech,0.8126
11588,Sputnik V,-0.2928
11589,Johnson & Johnson,0.4588
11590,Moderna,0.5574
11591,AstraZeneca,-0.9001
11592,AstraZeneca,-0.9442
11593,Biontech,0.6597
11594,Pfizer,0.6597
11595,AstraZeneca,0.3182
11596,Moderna,0.7096
11597,Biontech,0.8842
11598,Pfizer,0.8842
11599,Pfizer,0.6124
11600,Pfizer,-0.1027
11601,AstraZeneca,-0.7096
11602,Pfizer,-0.7096
11603,Moderna,0.7506
11604,Pfizer,0.9974
11605,Moderna,0.9974
11606,Biontech,0.4404
11607,Pfizer,0.4404
11608,AstraZeneca,-0.8225
11609,AstraZeneca,0.0
11610,Biontech,0.0
11611,Pfizer,0.0
11612,Biontech,-0.0018
11613,Pfizer,-0.0018
11614,Pfizer,0.0
11615,Moderna,0.0
11616,Pfizer,0.6705
11617,AstraZeneca,-0.4767
11618,Biontech,-0.128
11619,Pfizer,-0.128
11620,Pfizer,0.0
11621,Pfizer,0.6486
11622,Pfizer,0.2952
11623,Moderna,0.2952
11624,AstraZeneca,-0.2263
11625,Pfizer,-0.6705
11626,Pfizer,0.0
11627,Pfizer,0.9325
11628,Moderna,0.9325
11629,Pfizer,0.0
11630,Johnson & Johnson,-0.5423
11631,Johnson & Johnson,0.6542
11632,Pfizer,0.6486
11633,Moderna,0.6486
11634,Moderna,0.8442
11635,Biontech,0.0516
11636,Pfizer,0.0516
11637,AstraZeneca,-0.0772
11638,Biontech,-0.0772
11639,Pfizer,-0.0772
11640,Biontech,0.4766999999999999
11641,Pfizer,0.4766999999999999
11642,Pfizer,-0.0772
11643,Johnson & Johnson,0.25
11644,AstraZeneca,0.0
11645,AstraZeneca,0.8608
11646,Pfizer,0.8608
11647,Moderna,0.8608
11648,Johnson & Johnson,0.8608
11649,AstraZeneca,0.875
11650,AstraZeneca,0.8042
11651,Pfizer,0.0
11652,Biontech,0.25
11653,Pfizer,0.25
11654,Pfizer,-0.0875
11655,AstraZeneca,0.7458
11656,AstraZeneca,0.2023
11657,Pfizer,0.743
11658,Pfizer,0.6712
11659,AstraZeneca,0.128
11660,Moderna,0.296
11661,Moderna,0.5994
11662,AstraZeneca,0.6124
11663,Pfizer,0.5324
11664,Moderna,0.5324
11665,AstraZeneca,0.4767
11666,AstraZeneca,0.6808
11667,Pfizer,0.6808
11668,Moderna,0.6808
11669,AstraZeneca,-0.3612
11670,AstraZeneca,-0.7929
11671,AstraZeneca,0.3695
11672,Moderna,-0.3182
11673,Pfizer,-0.7003
11674,Johnson & Johnson,0.5423
11675,Pfizer,0.0
11676,Moderna,0.3182
11677,Pfizer,0.5577
11678,Pfizer,0.849
11679,Moderna,0.128
11680,Pfizer,-0.8636
11681,AstraZeneca,0.8957
11682,Pfizer,0.8126
11683,Pfizer,0.4404
11684,AstraZeneca,-0.6711
11685,Pfizer,-0.6711
11686,Pfizer,0.8555
11687,AstraZeneca,0.1027
11688,AstraZeneca,0.7778
11689,Pfizer,0.7939
11690,Moderna,0.7939
11691,Pfizer,-0.3818
11692,AstraZeneca,0.0
11693,Pfizer,0.9179
11694,AstraZeneca,0.0
11695,Pfizer,0.0
11696,Pfizer,0.6705
11697,Sputnik V,0.6705
11698,Moderna,0.1779
11699,Biontech,-0.6486
11700,Johnson & Johnson,-0.9001
11701,Sputnik V,-0.8271
11702,AstraZeneca,-0.2808
11703,AstraZeneca,0.694
11704,Moderna,0.4215
11705,AstraZeneca,0.1779
11706,Biontech,0.7089
11707,Pfizer,0.7089
11708,Pfizer,0.5859
11709,Sputnik V,-0.1695
11710,AstraZeneca,0.0
11711,AstraZeneca,0.0
11712,Biontech,0.4215
11713,Pfizer,0.4215
11714,Pfizer,0.2263
11715,Moderna,-0.7963999999999999
11716,AstraZeneca,0.7508
11717,Biontech,-0.6124
11718,Pfizer,-0.6124
11719,Moderna,-0.6124
11720,AstraZeneca,-0.4019
11721,Pfizer,-0.5423
11722,Pfizer,0.791
11723,Moderna,0.791
11724,AstraZeneca,0.0
11725,Biontech,0.8063
11726,Pfizer,0.8063
11727,Biontech,0.4767
11728,Pfizer,0.4767
11729,Johnson & Johnson,0.5789
11730,Pfizer,0.7184
11731,AstraZeneca,-0.5071
11732,AstraZeneca,0.743
11733,Biontech,0.743
11734,Pfizer,0.743
11735,AstraZeneca,0.743
11736,Pfizer,0.3612
11737,Moderna,0.3612
11738,Pfizer,-0.6249
11739,Biontech,0.0258
11740,Pfizer,0.0258
11741,Moderna,0.1027
11742,Pfizer,0.6808
11743,Moderna,0.6808
11744,Moderna,0.4939
11745,Sputnik V,-0.3294
11746,Pfizer,0.7003
11747,AstraZeneca,0.5574
11748,Pfizer,0.3612
11749,Pfizer,-0.0516
11750,Biontech,-0.7845
11751,AstraZeneca,0.1779
11752,Moderna,0.6908
11753,AstraZeneca,0.0772
11754,Pfizer,0.7506
11755,Moderna,0.5106
11756,Biontech,0.0
11757,Pfizer,0.0
11758,AstraZeneca,0.7003
11759,Pfizer,0.7003
11760,Moderna,0.7003
11761,AstraZeneca,0.3818
11762,Pfizer,0.6705
11763,Moderna,0.0
11764,Pfizer,-0.0413
11765,Biontech,-0.0516
11766,Pfizer,-0.0516
11767,Pfizer,0.8979
11768,Pfizer,0.3612
11769,Biontech,0.0
11770,Pfizer,0.0
11771,Moderna,0.0
11772,Sputnik V,0.0
11773,Johnson & Johnson,0.8126
11774,AstraZeneca,0.802
11775,Moderna,0.0
11776,Johnson & Johnson,0.25
11777,Pfizer,0.25
11778,Moderna,0.25
11779,Pfizer,0.1027
11780,AstraZeneca,-0.5216
11781,AstraZeneca,0.2617
11782,Moderna,0.6808
11783,Biontech,0.0065
11784,Pfizer,0.0065
11785,AstraZeneca,-0.4767
11786,AstraZeneca,0.8225000000000001
11787,Biontech,0.4767
11788,Pfizer,0.4767
11789,Pfizer,0.872
11790,Moderna,0.0
11791,Biontech,-0.3612
11792,Pfizer,-0.3612
11793,Pfizer,0.5719
11794,Pfizer,0.0
11795,Pfizer,0.3182
11796,AstraZeneca,0.5859
11797,Biontech,0.3935
11798,Pfizer,0.3935
11799,Pfizer,-0.1779
11800,AstraZeneca,-0.5927
11801,Pfizer,-0.5927
11802,Johnson & Johnson,0.1027
11803,Moderna,0.1027
11804,Pfizer,0.128
11805,Biontech,-0.4019
11806,Pfizer,-0.4019
11807,AstraZeneca,0.128
11808,Johnson & Johnson,0.5267
11809,AstraZeneca,0.6124
11810,Biontech,0.0
11811,Pfizer,0.0
11812,Biontech,0.6486
11813,Pfizer,0.6486
11814,AstraZeneca,-0.25
11815,Pfizer,-0.362
11816,AstraZeneca,-0.296
11817,AstraZeneca,0.0
11818,Moderna,0.0
11819,AstraZeneca,0.0
11820,Pfizer,-0.9136
11821,AstraZeneca,0.0
11822,AstraZeneca,0.7003
11823,Pfizer,-0.3612
11824,Pfizer,0.0
11825,Moderna,-0.34
11826,AstraZeneca,0.8316
11827,AstraZeneca,0.2732
11828,Biontech,0.6822
11829,Pfizer,0.6822
11830,Moderna,0.6822
11831,Sputnik V,0.0
11832,AstraZeneca,-0.6619
11833,AstraZeneca,0.0
11834,Pfizer,-0.0754
11835,Pfizer,0.128
11836,AstraZeneca,-0.6269
11837,Moderna,0.8316
11838,Sputnik V,-0.5719
11839,Moderna,0.4404
11840,Moderna,-0.34
11841,AstraZeneca,0.0
11842,AstraZeneca,-0.5106
11843,Pfizer,0.9485
11844,AstraZeneca,-0.5994
11845,Moderna,0.6369
11846,AstraZeneca,0.9584
11847,Moderna,0.0
11848,Johnson & Johnson,0.0
11849,AstraZeneca,0.7096
11850,Johnson & Johnson,0.0
11851,AstraZeneca,0.0
11852,Pfizer,-0.7096
11853,AstraZeneca,0.5423
11854,AstraZeneca,-0.9246
11855,Moderna,-0.4939
11856,Johnson & Johnson,0.25
11857,AstraZeneca,0.4404
11858,AstraZeneca,-0.2575
11859,Pfizer,-0.4939
11860,Moderna,-0.0258
11861,Moderna,0.0
11862,AstraZeneca,0.0
11863,Pfizer,0.743
11864,AstraZeneca,0.6369
11865,Pfizer,0.0
11866,AstraZeneca,0.1027
11867,Sputnik V,0.1027
11868,AstraZeneca,0.7351
11869,AstraZeneca,0.0
11870,Pfizer,0.0
11871,Pfizer,-0.0258
11872,Biontech,0.0
11873,Pfizer,0.0
11874,Pfizer,-0.4404
11875,Sputnik V,0.6249
11876,Biontech,0.802
11877,Pfizer,0.802
11878,Pfizer,0.0
11879,Pfizer,0.1415
11880,Biontech,0.8807
11881,Pfizer,0.8807
11882,AstraZeneca,0.0
11883,Pfizer,-0.3099
11884,Moderna,-0.3099
11885,Moderna,0.7906
11886,Moderna,-0.34
11887,AstraZeneca,0.0
11888,AstraZeneca,0.2023
11889,Pfizer,0.2023
11890,Moderna,0.2023
11891,AstraZeneca,0.6908
11892,AstraZeneca,-0.6124
11893,Johnson & Johnson,0.128
11894,Biontech,0.0
11895,Pfizer,0.0
11896,Moderna,-0.2732
11897,Biontech,0.7506
11898,Pfizer,0.7506
11899,Pfizer,0.4215
11900,Sputnik V,-0.4939
11901,Pfizer,0.0
11902,Biontech,0.9718
11903,Pfizer,0.9718
11904,AstraZeneca,-0.8873
11905,Pfizer,0.5267
11906,Moderna,0.5267
11907,Johnson & Johnson,0.5267
11908,Biontech,0.0
11909,Pfizer,0.0
11910,Pfizer,-0.7351
11911,Biontech,-0.1531
11912,Pfizer,-0.1531
11913,AstraZeneca,0.0
11914,Biontech,0.4215
11915,Pfizer,0.4215
11916,AstraZeneca,0.1027
11917,Johnson & Johnson,0.4588
11918,AstraZeneca,-0.6739
11919,Biontech,0.7184
11920,Pfizer,0.7184
11921,AstraZeneca,0.6202
11922,Moderna,-0.8225
11923,Pfizer,0.0
11924,AstraZeneca,0.8481
11925,Moderna,0.8481
11926,AstraZeneca,-0.802
11927,AstraZeneca,-0.5574
11928,AstraZeneca,-0.128
11929,Moderna,0.6369
11930,AstraZeneca,0.0
11931,Pfizer,0.0258
11932,Johnson & Johnson,0.0
11933,AstraZeneca,-0.9274
11934,Moderna,-0.1779
11935,Pfizer,0.5106
11936,Pfizer,0.6124
11937,AstraZeneca,0.4215
11938,Pfizer,0.7964
11939,Johnson & Johnson,0.323
11940,Moderna,0.0
11941,Pfizer,0.8689
11942,Biontech,0.899
11943,Pfizer,0.899
11944,AstraZeneca,0.8074
11945,AstraZeneca,-0.2023
11946,Moderna,0.4091
11947,Pfizer,0.8611
11948,Biontech,0.0
11949,Pfizer,0.0
11950,AstraZeneca,-0.1531
11951,Sputnik V,0.0
11952,Johnson & Johnson,-0.296
11953,Sputnik V,-0.8343
11954,CoviVac,0.6705
11955,Sputnik V,-0.1779
11956,Biontech,-0.7184
11957,Pfizer,-0.7184
11958,Moderna,-0.128
11959,Moderna,0.296
11960,Moderna,0.7003
11961,AstraZeneca,0.316
11962,AstraZeneca,0.1027
11963,Sputnik V,0.6597
11964,Pfizer,-0.3182
11965,AstraZeneca,-0.2263
11966,Moderna,-0.2263
11967,Biontech,0.0
11968,Pfizer,0.0
11969,Sputnik V,-0.1531
11970,Moderna,0.0
11971,Pfizer,-0.9451
11972,Moderna,0.0
11973,Pfizer,0.923
11974,AstraZeneca,0.0
11975,Pfizer,0.0
11976,Pfizer,-0.4939
11977,Pfizer,0.8714
11978,AstraZeneca,0.8316
11979,Biontech,0.9325
11980,Pfizer,0.9325
11981,Moderna,0.9325
11982,AstraZeneca,0.5574
11983,AstraZeneca,0.0772
11984,AstraZeneca,0.1354
11985,Sputnik V,0.0
11986,AstraZeneca,-0.4404
11987,Pfizer,0.7269
11988,Moderna,0.0
11989,Pfizer,0.8176
11990,Pfizer,0.0772
11991,Moderna,0.0772
11992,Johnson & Johnson,0.6956
11993,AstraZeneca,-0.6597
11994,AstraZeneca,-0.0772
11995,Biontech,-0.8173
11996,Pfizer,-0.8173
11997,AstraZeneca,0.0
11998,AstraZeneca,0.128
11999,Pfizer,-0.5118
12000,Pfizer,0.6486
12001,Biontech,0.1351
12002,Pfizer,0.1351
12003,Pfizer,0.0516
12004,Johnson & Johnson,0.0
12005,Pfizer,0.2732
12006,Biontech,-0.8481
12007,Pfizer,-0.8481
12008,Pfizer,0.7351
12009,Moderna,0.34
12010,AstraZeneca,0.5093
12011,Moderna,-0.7506
12012,AstraZeneca,0.2732
12013,Moderna,0.5574
12014,AstraZeneca,0.0
12015,Biontech,-0.8365
12016,Pfizer,-0.8365
12017,Biontech,-0.9224
12018,Pfizer,-0.9224
12019,AstraZeneca,-0.8957
12020,Sputnik V,-0.3724
12021,Sputnik V,0.7227
12022,Pfizer,-0.2716
12023,Moderna,-0.2716
12024,AstraZeneca,-0.3313
12025,Biontech,-0.3313
12026,Pfizer,-0.3313
12027,Biontech,0.0
12028,Pfizer,0.0
12029,AstraZeneca,0.128
12030,AstraZeneca,0.3919
12031,Pfizer,0.0716
12032,Pfizer,-0.2732
12033,AstraZeneca,0.25
12034,AstraZeneca,0.128
12035,Pfizer,0.9069
12036,Pfizer,0.0
12037,Johnson & Johnson,-0.5106
12038,Pfizer,-0.9081
12039,Biontech,0.7783000000000001
12040,Pfizer,0.7783000000000001
12041,Pfizer,0.2023
12042,Moderna,0.4005
12043,AstraZeneca,-0.6114
12044,Biontech,-0.6114
12045,Pfizer,-0.6114
12046,Pfizer,0.0
12047,AstraZeneca,-0.5574
12048,Pfizer,-0.6369
12049,Biontech,0.2062
12050,Pfizer,0.2062
12051,AstraZeneca,-0.0258
12052,Pfizer,0.0
12053,Biontech,0.4767
12054,Pfizer,0.4767
12055,Moderna,0.4767
12056,Pfizer,0.1531
12057,AstraZeneca,-0.7717
12058,Moderna,0.743
12059,Pfizer,-0.5346
12060,Pfizer,0.1531
12061,AstraZeneca,0.5873
12062,Pfizer,-0.5994
12063,Pfizer,0.0
12064,AstraZeneca,0.6486
12065,Biontech,0.3818
12066,Pfizer,0.3818
12067,Biontech,0.3626
12068,Pfizer,0.3626
12069,Moderna,0.6478
12070,Moderna,-0.34
12071,AstraZeneca,-0.9259
12072,AstraZeneca,0.5267
12073,Pfizer,0.3716
12074,Biontech,-0.4939
12075,Pfizer,-0.4939
12076,AstraZeneca,-0.128
12077,Johnson & Johnson,0.6115
12078,Biontech,-0.296
12079,Pfizer,-0.296
12080,Biontech,-0.4215
12081,Pfizer,-0.4215
12082,Pfizer,-0.7096
12083,Pfizer,0.7096
12084,Pfizer,0.9081
12085,Biontech,-0.2263
12086,Pfizer,-0.2263
12087,Pfizer,0.0
12088,Biontech,-0.1027
12089,Pfizer,-0.1027
12090,Biontech,0.802
12091,Pfizer,0.802
12092,AstraZeneca,0.34
12093,Johnson & Johnson,0.4019
12094,AstraZeneca,-0.1779
12095,Johnson & Johnson,0.5267
12096,AstraZeneca,-0.4019
12097,Pfizer,-0.7717
12098,AstraZeneca,-0.2732
12099,Pfizer,0.0
12100,Johnson & Johnson,0.3744
12101,Pfizer,0.4767
12102,AstraZeneca,-0.7184
12103,Pfizer,-0.7184
12104,Pfizer,0.4124
12105,Moderna,0.4124
12106,AstraZeneca,-0.3612
12107,AstraZeneca,0.0
12108,AstraZeneca,-0.5994
12109,AstraZeneca,0.719
12110,Pfizer,0.6705
12111,Pfizer,-0.3818
12112,Moderna,-0.3818
12113,Biontech,0.7184
12114,Pfizer,0.7184
12115,Biontech,0.2263
12116,Pfizer,0.2263
12117,Pfizer,0.3612
12118,AstraZeneca,-0.6597
12119,Moderna,0.0
12120,Pfizer,0.7351
12121,Pfizer,0.7351
12122,AstraZeneca,0.0
12123,Pfizer,0.3612
12124,Johnson & Johnson,0.6808
12125,AstraZeneca,0.1531
12126,AstraZeneca,0.1783
12127,Pfizer,0.1783
12128,Biontech,-0.7506
12129,Pfizer,-0.7506
12130,Sputnik V,0.7574
12131,Pfizer,0.0
12132,Moderna,0.8555
12133,Biontech,0.0
12134,Pfizer,0.0
12135,Pfizer,0.6515
12136,Moderna,0.6515
12137,Biontech,0.6597
12138,Pfizer,0.6597
12139,Moderna,0.7209
12140,AstraZeneca,-0.299
12141,Pfizer,-0.299
12142,Moderna,-0.299
12143,Biontech,0.9538
12144,Pfizer,0.9538
12145,Biontech,0.8016
12146,Pfizer,0.8016
12147,AstraZeneca,-0.8442
12148,Biontech,0.3094
12149,Pfizer,0.3094
12150,AstraZeneca,-0.8074
12151,AstraZeneca,-0.6597
12152,Moderna,-0.0772
12153,Moderna,0.0
12154,AstraZeneca,0.6705
12155,Biontech,0.6705
12156,Pfizer,0.6705
12157,Pfizer,0.8316
12158,AstraZeneca,-0.8402
12159,AstraZeneca,0.1531
12160,Pfizer,0.1531
12161,Johnson & Johnson,0.1531
12162,Johnson & Johnson,0.6597
12163,Johnson & Johnson,-0.296
12164,Pfizer,-0.2846
12165,AstraZeneca,-0.598
12166,AstraZeneca,0.4215
12167,Johnson & Johnson,0.836
12168,Moderna,0.6124
12169,Biontech,-0.8612
12170,Pfizer,-0.8612
12171,Moderna,-0.8612
12172,Johnson & Johnson,-0.8612
12173,Pfizer,0.0
12174,Johnson & Johnson,0.7351
12175,Biontech,0.9549
12176,Pfizer,0.9549
12177,AstraZeneca,0.1531
12178,Moderna,0.8221
12179,Pfizer,0.4767
12180,AstraZeneca,0.3612
12181,Biontech,-0.34
12182,Pfizer,-0.34
12183,AstraZeneca,-0.8271000000000001
12184,AstraZeneca,-0.6808
12185,Biontech,-0.6808
12186,Pfizer,-0.6808
12187,AstraZeneca,-0.3612
12188,AstraZeneca,0.7775
12189,Biontech,0.7775
12190,Pfizer,0.7775
12191,Moderna,0.7775
12192,Sputnik V,0.7775
12193,AstraZeneca,0.5859
12194,AstraZeneca,0.8481
12195,AstraZeneca,0.0322
12196,Pfizer,0.0322
12197,Moderna,0.2023
12198,AstraZeneca,0.0
12199,Biontech,0.0
12200,Pfizer,0.0
12201,Johnson & Johnson,0.0
12202,Moderna,0.836
12203,Johnson & Johnson,0.8271
12204,Pfizer,0.9074
12205,AstraZeneca,0.2732
12206,Pfizer,0.2732
12207,AstraZeneca,0.0
12208,Pfizer,-0.7351
12209,AstraZeneca,-0.4588
12210,Pfizer,0.9655
12211,Moderna,0.9655
12212,Pfizer,0.8019999999999999
12213,Biontech,0.5106
12214,Pfizer,0.5106
12215,AstraZeneca,-0.0258
12216,AstraZeneca,-0.8934
12217,Pfizer,-0.5423
12218,AstraZeneca,0.992
12219,Biontech,0.992
12220,Pfizer,0.992
12221,Moderna,0.992
12222,Sputnik V,0.992
12223,AstraZeneca,-0.7783
12224,Pfizer,0.9931
12225,Moderna,0.9931
12226,Biontech,0.0
12227,Pfizer,0.0
12228,AstraZeneca,-0.2374
12229,Biontech,0.0
12230,Pfizer,0.0
12231,AstraZeneca,0.4215
12232,Pfizer,0.6705
12233,AstraZeneca,-0.8658
12234,AstraZeneca,-0.802
12235,Johnson & Johnson,0.7184
12236,AstraZeneca,-0.775
12237,Moderna,0.34
12238,Biontech,0.4939
12239,Pfizer,0.4939
12240,Moderna,-0.4404
12241,Moderna,0.2023
12242,AstraZeneca,-0.875
12243,AstraZeneca,0.8827
12244,Pfizer,0.6705
12245,AstraZeneca,-0.4588
12246,Biontech,0.6369
12247,Pfizer,0.6369
12248,Pfizer,0.7184
12249,Biontech,0.3671
12250,Pfizer,0.3671
12251,Biontech,0.3612
12252,Pfizer,0.3612
12253,Moderna,0.3612
12254,Pfizer,0.9842
12255,Moderna,0.9842
12256,Sputnik V,0.4215
12257,Pfizer,0.0
12258,AstraZeneca,-0.25
12259,AstraZeneca,0.7269
12260,AstraZeneca,0.0
12261,Moderna,0.891
12262,Biontech,0.0
12263,Pfizer,0.0
12264,Sputnik V,0.7351
12265,AstraZeneca,-0.4215
12266,Moderna,0.0
12267,Pfizer,0.3182
12268,Pfizer,0.6658
12269,AstraZeneca,0.296
12270,Pfizer,0.7741
12271,Sputnik V,0.4215
12272,AstraZeneca,0.3818
12273,Pfizer,0.0
12274,AstraZeneca,0.7096
12275,Sputnik V,0.7096
12276,Pfizer,0.3182
12277,Moderna,0.3182
12278,AstraZeneca,-0.7906
12279,Johnson & Johnson,0.5719
12280,Johnson & Johnson,0.128
12281,Pfizer,0.2263
12282,Moderna,0.6597
12283,AstraZeneca,-0.1779
12284,AstraZeneca,-0.296
12285,Pfizer,0.0
12286,AstraZeneca,-0.5106
12287,AstraZeneca,-0.1531
12288,Moderna,-0.2755
12289,AstraZeneca,-0.6564
12290,Pfizer,0.0
12291,AstraZeneca,-0.6486
12292,AstraZeneca,-0.3182
12293,AstraZeneca,-0.9136
12294,Pfizer,0.0
12295,AstraZeneca,-0.6908
12296,AstraZeneca,-0.745
12297,AstraZeneca,0.6808
12298,Pfizer,0.5994
12299,Pfizer,0.802
12300,Sputnik V,-0.743
12301,Pfizer,-0.128
12302,AstraZeneca,-0.9484
12303,Pfizer,0.8674
12304,Moderna,0.8674
12305,Moderna,0.6486
12306,Sputnik V,-0.0772
12307,Moderna,-0.7269
12308,Pfizer,-0.4404
12309,Johnson & Johnson,0.5574
12310,Pfizer,-0.8074
12311,AstraZeneca,0.3612
12312,AstraZeneca,0.128
12313,AstraZeneca,-0.3612
12314,Johnson & Johnson,0.4766999999999999
12315,Biontech,0.0772
12316,Pfizer,0.0772
12317,AstraZeneca,0.0
12318,Moderna,0.6705
12319,Pfizer,-0.2732
12320,Moderna,0.1779
12321,Johnson & Johnson,0.1779
12322,Johnson & Johnson,0.3612
12323,Pfizer,0.802
12324,Moderna,0.4939
12325,AstraZeneca,0.128
12326,Sputnik V,-0.8479
12327,Biontech,0.0
12328,Pfizer,0.0
12329,Moderna,0.0
12330,Pfizer,0.5267
12331,Moderna,-0.539
12332,Biontech,0.0
12333,Pfizer,0.0
12334,Sputnik V,0.5423
12335,AstraZeneca,0.4215
12336,AstraZeneca,0.5574
12337,AstraZeneca,0.6249
12338,Moderna,0.8777
12339,Biontech,0.4215
12340,Pfizer,0.4215
12341,Pfizer,0.8957
12342,Moderna,0.296
12343,Biontech,0.0
12344,Pfizer,0.0
12345,Pfizer,-0.34
12346,Pfizer,0.4939
12347,AstraZeneca,0.8481
12348,Biontech,0.8316
12349,Pfizer,0.8316
12350,Moderna,0.0
12351,AstraZeneca,0.0
12352,Moderna,0.34
12353,Pfizer,-0.2732
12354,Pfizer,0.5859
12355,Moderna,-0.2732
12356,Biontech,-0.6908
12357,Moderna,-0.4215
12358,AstraZeneca,-0.8689
12359,Pfizer,0.6124
12360,Sputnik V,0.4019
12361,AstraZeneca,0.7906
12362,Sputnik V,0.7906
12363,Pfizer,-0.7579
12364,Sputnik V,0.7096
12365,Pfizer,0.9246
12366,AstraZeneca,0.0
12367,Biontech,0.875
12368,Pfizer,0.875
12369,Biontech,-0.34
12370,Pfizer,-0.34
12371,Moderna,0.25
12372,Moderna,0.2869
12373,AstraZeneca,0.0
12374,AstraZeneca,0.5267
12375,Pfizer,-0.1901
12376,Biontech,0.296
12377,AstraZeneca,0.3818
12378,Pfizer,0.9487
12379,Pfizer,-0.5661
12380,Pfizer,0.7506
12381,AstraZeneca,-0.1027
12382,AstraZeneca,0.7845
12383,Pfizer,0.0516
12384,Moderna,0.0516
12385,AstraZeneca,0.6124
12386,AstraZeneca,-0.9404
12387,Moderna,0.4215
12388,Pfizer,-0.3612
12389,AstraZeneca,0.0
12390,Biontech,0.0
12391,Pfizer,0.0
12392,AstraZeneca,0.4767
12393,AstraZeneca,0.4939
12394,AstraZeneca,-0.5106
12395,Biontech,-0.8316
12396,Pfizer,-0.8316
12397,AstraZeneca,0.8399
12398,Moderna,0.6771
12399,Pfizer,0.3612
12400,AstraZeneca,0.5106
12401,Biontech,-0.5129
12402,Pfizer,-0.5129
12403,Moderna,-0.2656
12404,AstraZeneca,0.0
12405,Biontech,0.4215
12406,Pfizer,0.4215
12407,AstraZeneca,0.0
12408,Moderna,0.4767
12409,Pfizer,0.5106
12410,Moderna,0.5106
12411,AstraZeneca,0.5267
12412,Pfizer,0.6808
12413,Moderna,0.6808
12414,Pfizer,-0.3291
12415,Biontech,0.4939
12416,Pfizer,0.3612
12417,Pfizer,0.9153
12418,Biontech,0.4939
12419,Pfizer,0.4939
12420,AstraZeneca,0.0
12421,Sputnik V,0.0
12422,Pfizer,0.4939
12423,Pfizer,-0.6262
12424,Pfizer,-0.8442
12425,Pfizer,0.743
12426,AstraZeneca,-0.5277
12427,Moderna,0.0
12428,Pfizer,0.9217
12429,AstraZeneca,0.6705
12430,AstraZeneca,0.4767
12431,AstraZeneca,0.3818
12432,AstraZeneca,-0.34
12433,Johnson & Johnson,0.7184
12434,AstraZeneca,-0.4215
12435,Pfizer,0.7096
12436,AstraZeneca,0.4767
12437,AstraZeneca,0.4215
12438,Pfizer,0.9793
12439,Moderna,0.9793
12440,AstraZeneca,0.8271
12441,AstraZeneca,-0.0258
12442,AstraZeneca,0.2263
12443,Biontech,0.2023
12444,Pfizer,0.2023
12445,AstraZeneca,0.0258
12446,Pfizer,0.5514
12447,Pfizer,0.0
12448,Pfizer,-0.3818
12449,Pfizer,0.8832
12450,Moderna,0.8832
12451,Johnson & Johnson,0.8832
12452,AstraZeneca,0.3818
12453,Johnson & Johnson,0.5574
12454,Biontech,-0.34
12455,Pfizer,-0.34
12456,AstraZeneca,0.7783
12457,AstraZeneca,0.0387
12458,AstraZeneca,0.1531
12459,AstraZeneca,0.6072
12460,Moderna,0.4215
12461,Moderna,0.4404
12462,AstraZeneca,-0.5994
12463,Moderna,-0.6908
12464,Pfizer,0.0
12465,AstraZeneca,-0.6369
12466,AstraZeneca,0.6908
12467,AstraZeneca,-0.6486
12468,Pfizer,0.6705
12469,Pfizer,0.8625
12470,Moderna,0.4404
12471,Biontech,0.6369
12472,Pfizer,0.6369
12473,Biontech,0.0
12474,Pfizer,0.0
12475,Pfizer,0.3182
12476,Moderna,0.4215
12477,AstraZeneca,0.0
