,entity,label,occurrences
438,Melbourne,PERSON,5
439,Chile,GPE,5
440,Healthcare Australia,ORG,5
441,Cricket Australia,ORG,5
442,JobSeeker,ORG,5
443,"500,000",CARDINAL,5
444,Joko Widodo,PERSON,5
445,30 million,CARDINAL,5
446,Vietnam,GPE,5
447,CBA,ORG,5
448,Aussie,PERSON,5
449,the Australian Medical Association,ORG,5
450,March next year,DATE,5
451,the end of 2020,DATE,5
452,The Australian Medical Association,ORG,5
453,4 million,CARDINAL,5
454,Jacinda Ardern,PERSON,5
455,mid-2021,DATE,5
456,Mosman,ORG,5
457,Darwin,PERSON,5
458,Robert F. Kennedy,PERSON,5
459,Sydney Airport,FAC,5
460,| SBS News Australia,ORG,5
461,the day,DATE,5
462,Josh Papalii,PERSON,5
463,40,CARDINAL,5
464,Flight Centre,FAC,5
465,70,CARDINAL,5
466,Tasmanian,NORP,5
467,CureVac,ORG,5
468,Guinea,GPE,5
469,the United Nations,ORG,5
470,the end of this year,DATE,5
471,500,CARDINAL,5
472,Brazilians,NORP,5
473,Brussels,GPE,5
474,Islamic,NORP,5
475,just days,DATE,5
476,Merck,ORG,5
477,300 million,CARDINAL,5
478,QAnon,ORG,5
479,"8,000",CARDINAL,5
480,South Korean,NORP,5
481,Raiders,ORG,4
482,MMR,ORG,4
483,Jair Bolsonaro,PERSON,4
484,World War II,EVENT,4
485,Novavax,PERSON,4
486,"60,000",CARDINAL,4
487,Indian,NORP,4
488,200,CARDINAL,4
489,August,DATE,4
490,late March,DATE,4
491,Pfizer’s,ORG,4
492,Western Australia,ORG,4
493,ABC News Australian,ORG,4
494,4000,CARDINAL,4
495,50,CARDINAL,4
496,three months,DATE,4
497,the next 12 months,DATE,4
498,tonight,TIME,4
499,John Bell,PERSON,4
500,Michigan,GPE,4
501,Florida,GPE,4
502,Millions,CARDINAL,4
503,2016,DATE,4
504,ten,CARDINAL,4
505,Auckland,GPE,4
506,less than two months,DATE,4
507,tens of millions,CARDINAL,4
508,Matt Hancock,PERSON,4
509,IOC,ORG,4
510,the Tokyo Olympics,EVENT,4
511,North Korea,GPE,4
512,94,CARDINAL,4
513,20 per cent,MONEY,4
514,this weekend,DATE,4
515,coming weeks,DATE,4
516,Aboriginal,ORG,4
517,full-year,DATE,4
518,Six,CARDINAL,4
519,the coming days,DATE,4
520,Jayne Hrdlicka,PERSON,4
521,Please Explain,ORG,4
522,Palestinians,NORP,4
523,Astra,ORG,4
524,Donald Trump’s,PERSON,4
525,Readers,ORG,4
526,Australia’s,GPE,4
527,Telethon Kids Institute,ORG,4
528,Olympians,NORP,4
529,80,CARDINAL,4
530,six weeks,DATE,4
531,Coronavirus USA,ORG,4
532,Rodrigo Duterte,PERSON,4
533,Jakarta,GPE,4
534,next Monday,DATE,4
535,Childcare,ORG,4
536,Americas,LOC,4
537,SA Health,ORG,4
538,USA,GPE,4
539,2017,DATE,4
540,3000,CARDINAL,4
541,15,CARDINAL,4
542,Department of Health,ORG,4
543,his first 100 days,DATE,4
544,Paul Perreault,PERSON,4
545,Quetta,GPE,4
546,at least 15,CARDINAL,4
547,The US Food and Drug Administration,ORG,4
548,Nine,CARDINAL,4
549,US Food and Drug Administration,ORG,4
550,Instagram,ORG,4
551,Vaxxas,PERSON,4
552,Fed,ORG,4
553,Alan Tudge,PERSON,4
554,Jeremy Fernandez,PERSON,4
555,Tasmanians,NORP,4
556,Johnson & Johnson’s,ORG,4
557,$1 billion,MONEY,4
558,the University of Queensland's,ORG,4
559,Pascal Soriot,PERSON,4
560,Australian Medical Association,ORG,4
561,More than 120,CARDINAL,4
562,House,ORG,4
563,midnight,TIME,4
564,Adam Bandt,PERSON,4
565,World Health Organization,ORG,4
566,the age of 65,DATE,4
567,Twitter,PRODUCT,4
568,1918,DATE,4
569,two-year-old,DATE,4
570,Brad Hazzard,PERSON,4
571,200 million,CARDINAL,4
572,Government,ORG,4
573,Karen Andrews,PERSON,4
574,SA,GPE,4
575,a decade,DATE,4
576,the next few days,DATE,4
577,two-day,DATE,4
578,the end of 2021,DATE,4
579,2018,DATE,4
580,Prince Philip,PERSON,4
581,Port Moresby,FAC,4
582,Senate,ORG,4
583,PM,PERSON,4
584,the Royal Adelaide Hospital,ORG,4
585,Scott Morrison's,PERSON,4
586,the Food and Drug Administration,ORG,4
587,32,CARDINAL,4
588,Michael Kidd,PERSON,4
589,90 million,CARDINAL,4
590,as early as next month,DATE,4
591,18,CARDINAL,4
592,Peru,GPE,4
593,5000,CARDINAL,4
594,15 million,CARDINAL,4
595,$1.7 billion,MONEY,4
596,G20,ORG,4
597,Vaccination,NORP,3
598,Melbourne Airport,FAC,3
599,three more weeks,DATE,3
600,next year's,DATE,3
601,Greg Hunt’s,PERSON,3
602,15-year-old,DATE,3
603,one billion,CARDINAL,3
604,S&P,ORG,3
605,This week,DATE,3
606,Alex Ellinghausen,PERSON,3
607,The Queensland Government,ORG,3
608,ABC News Researchers,ORG,3
609,40 per cent,MONEY,3
610,more than 60,CARDINAL,3
611,| SBS News Australia's,ORG,3
612,Sinovac Biotech,PERSON,3
613,Morgan Stanley,ORG,3
614,Brits,NORP,3
615,"600,000",CARDINAL,3
616,Austria,GPE,3
617,night,TIME,3
618,Singapore Airlines,ORG,3
619,BHP,ORG,3
620,$2 million,MONEY,3
621,SBS News Australia's,ORG,3
622,Macquarie,ORG,3
623,ABC News Doctors,ORG,3
624,9,CARDINAL,3
625,ABC News Pharmaceutical,ORG,3
626,Hunt,PERSON,3
627,Sinopharm,ORG,3
628,the end of February,DATE,3
629,Li Keqiang,PERSON,3
630,79 per cent,MONEY,3
631,216,CARDINAL,3
632,seven,CARDINAL,3
633,27,CARDINAL,3
634,five years,DATE,3
635,Liberal Party,ORG,3
636,$123 million,MONEY,3
637,one billion,MONEY,3
638,early 2021,DATE,3
639,18-month,DATE,3
640,billion-dollar,MONEY,3
641,Latest news,ORG,3
642,94.5 per cent,MONEY,3
643,Holiday Inn,ORG,3
644,Four million,CARDINAL,3
645,South Africa’s,GPE,3
646,September 13,DATE,3
647,Dozens,CARDINAL,3
648,UAE,GPE,3
649,Angela Merkel,PERSON,3
650,33,CARDINAL,3
651,Anthony Fisher,PERSON,3
652,Coronavirus Australia LIVE,ORG,3
653,Brett Sutton,PERSON,3
654,Kerry Chant,PERSON,3
655,the Tokyo Games,EVENT,3
656,BCG,ORG,3
657,12 weeks,DATE,3
658,A year,DATE,3
659,under five,DATE,3
660,$3.5 million,MONEY,3
661,Michelle Grattan,PERSON,3
662,US Congress,ORG,3
663,Pfizer-BioNTech,PERSON,3
664,Flinders University,ORG,3
665,Argentina,GPE,3
666,weekly,DATE,3
667,"142,000",CARDINAL,3
668,New Year's,EVENT,3
669,the White House,FAC,3
670,New Jersey,GPE,3
671,Alison McMillan,PERSON,3
672,48 hours,TIME,3
673,Trade,ORG,3
674,Byron Bay,FAC,3
675,1.2 million,CARDINAL,3
676,Congress,ORG,3
677,Barack Obama,PERSON,3
678,first-half,DATE,3
679,Dow,ORG,3
680,42,CARDINAL,3
681,Northern Ireland,GPE,3
682,Communist Party,ORG,3
683,Casey Briggs,PERSON,3
684,QLD,ORG,3
685,the first half of next year,DATE,3
686,at least a year,DATE,3
687,Zika,NORP,3
688,7.30,CARDINAL,3
689,early March,DATE,3
690,COVID-19,ORG,3
691,RSV,ORG,3
692,SBS News Health,ORG,3
693,PM Scott Morrison,PERSON,3
694,the Telethon Kids Institute,ORG,3
695,81,CARDINAL,3
696,Gladys Berejiklian,NORP,3
697,Iran,GPE,3
698,Japanese,NORP,3
699,78%,PERCENT,3
700,Seattle,GPE,3
701,fifth,ORDINAL,3
702,Pakistani,NORP,3
703,66 per cent,MONEY,3
704,The World Health Organisation (WHO,ORG,3
705,24 hours,TIME,3
706,mid-February,DATE,3
707,100 days,DATE,3
708,130,CARDINAL,3
709,more than 50,CARDINAL,3
710,Nathanael Cooper,PERSON,3
711,60 Minutes,TIME,3
712,late next year,DATE,3
713,Imran Khan,PERSON,3
714,new year,DATE,3
715,hundreds of thousands,CARDINAL,3
716,Treasurer,PERSON,3
717,Indigenous,ORG,3
718,three days,DATE,3
719,Push,PERSON,3
720,tens of millions,MONEY,3
721,Seven,CARDINAL,3
722,Olympic Games,EVENT,3
723,Oxford AstraZeneca,ORG,3
724,Catherine,PERSON,3
725,Greg Hughes,PERSON,3
726,The University of Oxford,ORG,3
727,the end of this week,DATE,3
728,Jessica Biel,PERSON,3
729,the University of Oxford,ORG,3
730,Geoff Culbert,PERSON,3
731,$1.9 billion,MONEY,3
732,more than half,CARDINAL,3
733,Each week,DATE,3
734,Tonight,TIME,3
735,Pharmacists,NORP,3
736,ABC News A,ORG,3
737,the coming weeks,DATE,3
738,"20,000",CARDINAL,3
739,"400,000",CARDINAL,3
740,the next decade,DATE,3
741,COVID-19 - ABC News,ORG,3
742,YouTube,ORG,3
743,Canberra Raiders,ORG,3
744,earlier this year,DATE,3
745,South Koreans,NORP,3
746,six-week,DATE,3
747,2,CARDINAL,3
748,Food and Drug Administration,ORG,3
749,Eight,CARDINAL,3
750,2014,DATE,3
751,ABC News Queensland,ORG,3
752,year end,DATE,3
753,more than 1 million,CARDINAL,3
754,"more than 100,000",CARDINAL,3
755,Mark Kendall,PERSON,3
756,ABC News University of Queensland,ORG,3
757,late 2021,DATE,3
758,Microsoft,ORG,3
759,50 per cent,MONEY,3
760,only one,CARDINAL,3
761,Cairns,PERSON,3
762,Tiger Woods,PERSON,3
763,Science,ORG,3
764,14 days,DATE,3
765,just weeks,DATE,3
766,Christians,NORP,3
767,Australian Government,ORG,3
768,88-year-old,DATE,3
769,94-year-old,DATE,3
770,Ian Frazer,PERSON,3
771,More than 63,CARDINAL,3
772,PPE,ORG,3
773,25-year,DATE,3
774,two million,CARDINAL,3
775,1000,CARDINAL,3
776,11-year,DATE,3
777,ICU,ORG,3
778,30,CARDINAL,3
779,Goldman Sachs,ORG,3
780,SBS News Australia,ORG,3
781,the new year,DATE,3
782,recent years,DATE,3
783,Salisbury Cathedral,PERSON,3
784,Malaria,GPE,3
785,Angola,GPE,3
786,Jane Halton,PERSON,3
787,60,CARDINAL,3
788,Donald Trump's,PERSON,3
789,No.1,CARDINAL,3
790,Marise Payne,ORG,3
791,Coronavirus,ORG,3
792,South,LOC,3
793,half-year,DATE,3
794,Brian Kelly,PERSON,3
795,Shaun Burgoyne,PERSON,3
796,later this year,DATE,3
797,"15,000",CARDINAL,3
798,Syria,GPE,3
799,374,CARDINAL,3
800,Craig Hutchison,PERSON,3
801,Explainer,PERSON,3
802,New Zealand's,GPE,3
803,Linda Reynolds,PERSON,3
804,Pope Francis,PERSON,3
805,Lunar New Year,EVENT,3
806,the State Government,ORG,3
807,Michael Leunig,PERSON,3
808,the Reserve Bank,ORG,3
809,more than a year,DATE,3
