,entity,label,occurrences
313,"over 1,000",CARDINAL,2
314,Vaccine,ORG,2
315,South America,LOC,2
316,Albania,GPE,2
317,North Korea,GPE,2
318,500 million,CARDINAL,2
319,Brussels,GPE,2
320,18,CARDINAL,2
321,Dubai,GPE,2
322,S.Africa,GPE,2
323,AstraZeneca Covid,ORG,2
324,Vladimir Putin,PERSON,2
325,Jordan,PERSON,2
326,"200,000",CARDINAL,2
327,Netanyahu,PERSON,2
328,The European Medicines Agency,ORG,2
329,Francis,PERSON,2
330,2.5,CARDINAL,2
331,Bahrain,NORP,2
332,Benedict,PERSON,2
333,Elizabeth,PERSON,2
334,Philip,PERSON,2
335,Five,CARDINAL,2
336,six,CARDINAL,2
337,G7,GPE,2
338,Bill Gates,PERSON,2
339,Kyodo,ORG,2
340,Social,NORP,2
341,Maia Sandu,PERSON,2
342,three-week,DATE,2
343,year-end,DATE,2
344,70 percent,PERCENT,2
345,Governors Ball,FAC,2
346,Valneva,PERSON,2
347,Florida,GPE,2
348,60,CARDINAL,2
349,Australians,NORP,2
350,TB,ORG,2
351,"20,000",CARDINAL,2
352,$1.9 trillion,MONEY,2
353,Wuhan,GPE,2
354,Cambodia,GPE,2
355,Congress,ORG,2
356,65,DATE,2
357,70 million,CARDINAL,2
358,August,DATE,2
359,FDA,ORG,2
360,Johnson &,ORG,2
361,$1.6 billion,MONEY,2
362,two years,DATE,2
363,Madagascan,NORP,2
364,Covid,GPE,2
365,DR Congo,FAC,2
366,S. Africa,PERSON,2
367,$1.95 billion,MONEY,2
368,91.6%,PERCENT,2
369,Lancet,ORG,2
370,15 million,CARDINAL,2
371,NFL,ORG,2
372,millionth,DATE,2
373,New Zealand,GPE,2
374,Cuban,NORP,2
375,Bangladesh,GPE,2
376,Munich,GPE,2
377,Kamala Harris,PERSON,2
378,'weeks,DATE,2
379,80 percent,PERCENT,2
380,Houston,GPE,2
381,IBM,ORG,2
382,1 million,CARDINAL,2
383,February,DATE,2
384,Lego,PERSON,2
385,Mars,LOC,2
386,Explainer,PERSON,2
387,Coronavirus,ORG,2
388,Los Angeles,GPE,2
389,Macau,GPE,2
390,12-15 year,DATE,2
391,Cuba,GPE,2
392,GSK Covid,ORG,2
393,Rouhani,ORG,2
394,65 million,CARDINAL,2
395,3 million,CARDINAL,2
396,TikTok,ORG,2
397,More than 60,CARDINAL,2
398,the United Kingdom,GPE,2
399,200 million,CARDINAL,2
400,G7,ORG,2
401,Kenya,GPE,2
402,2nd quarter of 2021,DATE,2
403,1.5 million,CARDINAL,2
404,at least 3 months,DATE,2
405,Senegal,GPE,2
406,"3,000",CARDINAL,2
407,Bahraini,NORP,2
408,Covid vaccine - France,PERSON,2
409,101-year-old,DATE,2
410,Pence,PERSON,2
411,80,CARDINAL,2
412,tens of millions,MONEY,2
413,PNG,ORG,2
414,Trudeau,PERSON,2
415,90-year old,DATE,2
416,Nigerian,NORP,2
417,One-third,CARDINAL,2
418,up to 160 million,CARDINAL,2
419,More than a dozen,CARDINAL,2
420,California,GPE,2
421,Moon Jae-,PERSON,1
422,Europe’s,ORG,1
423,Inclusive Vaccines Alliance,ORG,1
424,up to 400 million,MONEY,1
425,Serum Institute - France,ORG,1
426,Serum Institute,ORG,1
427,Sanofi,FAC,1
428,Parisians,NORP,1
429,Asian,NORP,1
430,Moderna Inc.,ORG,1
431,Mariya Gabriel - Talking Europe,ORG,1
432,Mariya Gabriel,PERSON,1
433,Croatian PM - Talking Europe,WORK_OF_ART,1
434,"more than 571,000",CARDINAL,1
435,Some 45 million,CARDINAL,1
436,Serawit Bruck-Landais,ORG,1
437,1 billion,CARDINAL,1
438,Moderna Inc's,PERSON,1
439,9 million,CARDINAL,1
440,EU AstraZeneca,ORG,1
441,nine million,CARDINAL,1
442,the first quarter of this year,DATE,1
443,300 million India,MONEY,1
444,Digital Green Certificate - Tech 24,ORG,1
445,Digital Green Pass,ORG,1
446,Benny Gantz,PERSON,1
447,Emer Cooke,PERSON,1
448,the Harvard School of Public Health,ORG,1
449,Vaccination,ORG,1
450,A full 20 percent,PERCENT,1
451,50%,PERCENT,1
452,almost half,CARDINAL,1
453,the end of May,DATE,1
454,recent days,DATE,1
455,Ireland ,GPE,1
456,WW2 - Business daily Canada,ORG,1
457,covid-19 -,ORG,1
458,Covid 19,EVENT,1
459,November 9th,DATE,1
460,MSF,ORG,1
461,the Democratic Republic of Congo,GPE,1
462,"more than 2,100",CARDINAL,1
463,US A,ORG,1
464,United States,GPE,1
465,the East Coast,LOC,1
466,560,CARDINAL,1
467,73,CARDINAL,1
468,563,CARDINAL,1
469,mid-December,DATE,1
470,early December,DATE,1
471,Pfizer ,PERSON,1
472,Anh Wartel,PERSON,1
473,the International Vaccine Institute,ORG,1
474,Seoul,GPE,1
475,European Medicines Agency,ORG,1
476,Some 50,CARDINAL,1
477,Gender,ORG,1
478,The 51%,PERCENT,1
479,Vaccine - France,ORG,1
480,Pas-de-Calais Hundreds of thousands,ORG,1
481,24-hour,TIME,1
482,their worst day,DATE,1
483,the end of January,DATE,1
484,at least 10 million,CARDINAL,1
485,mid-April,DATE,1
486,mid-May,DATE,1
487,the summer,DATE,1
488,the United States,GPE,1
489,G20,PERSON,1
490,Antonio Guterres,PERSON,1
491,Drugmakers Sanofi,PERSON,1
492,GlaxoSmithKline,PERSON,1
493,late next year,DATE,1
494,As more than 600,CARDINAL,1
495,Gibraltar,GPE,1
496,December 2020,DATE,1
497,the vaccâ€¦,PRODUCT,1
498,Talking Europe,WORK_OF_ART,1
499,the last couple of weeks,DATE,1
500,"Tuesday, March 16",DATE,1
501,Libération,LOC,1
502,South Africa - Eye,GPE,1
503,Gambia,GPE,1
504,Second,ORDINAL,1
505,Ebola - Eye on Africa,ORG,1
506,Tunisi,GPE,1
507,The Palestinian Health Ministry,ORG,1
508,July,DATE,1
509,Democratic Republic of Congo,GPE,1
510,UK The European Union,ORG,1
511,Russians,NORP,1
512,Thirty-seven,CARDINAL,1
513,Slaoui,LOC,1
514,World War II,EVENT,1
515,zero,CARDINAL,1
516,Earth,LOC,1
517,Noubar Ayefan,ORG,1
518,94.5%,PERCENT,1
519,The International Monetary Fund,ORG,1
520,Petya Koeve Brooks,PERSON,1
521,Stra,PRODUCT,1
522,Commission,ORG,1
523,France - Focus Vaccines,ORG,1
524,morning,TIME,1
525,"300,000",CARDINAL,1
526,Africa Millions,ORG,1
527,DR Congo,GPE,1
528,Angola,GPE,1
529,Scottish,NORP,1
530,the World Health Organisation’s,ORG,1
531,London,GPE,1
532,the Loire Valley,LOC,1
533,over 65s,DATE,1
534,Covid variants,PERSON,1
535,the age of 65,DATE,1
536,24 Putin,TIME,1
537,24 Airlines,ORG,1
538,New York City's,GPE,1
