entity, label, count
Melbourne, GPE, 17
Australian, NORP, 16
ABC News, ORG, 13
Australia, GPE, 11
Sydney, GPE, 10
London, GPE, 9
two, CARDINAL, 8
Victoria, GPE, 8
US, GPE, 7
three, CARDINAL, 6
one, CARDINAL, 6
China, GPE, 5
Queensland, GPE, 5
Buckingham Palace, FAC, 4
Kabul, GPE, 4
Crown, ORG, 4
Sunday, DATE, 4
White House, ORG, 4
Qld, PERSON, 4
Texas, GPE, 4
Two, CARDINAL, 3
Texas Tech University, ORG, 3
Malcolm Turnbull, PERSON, 3
Indian, NORP, 3
The West Australian, LOC, 3
today, DATE, 3
Coronation Street, FAC, 3
Perth, LOC, 3
this morning, TIME, 3
Victorian, NORP, 3
Brisbane, PERSON, 3
France, GPE, 3
Perth Airport, FAC, 3
Port Phillip Prison, FAC, 3
seven, CARDINAL, 3
second, ORDINAL, 3
Virginia State University, ORG, 3
Afghanistan, GPE, 2
Isaac Makwala, PERSON, 2
Wednesday, DATE, 2
Delaware, GPE, 2
Detroit, GPE, 2
Manila, GPE, 2
Ram Rahim Singh, PERSON, 2
Lockdown, ORG, 2
Xi Jinping, PERSON, 2
Virgin Australia, ORG, 2
Perth, ORG, 2
Western Australia, LOC, 2
Gastro, GPE, 2
Willunga, GPE, 2
The White House, ORG, 2
Marrickville, PERSON, 2
St Albans, NORP, 2
Waverley Gardens Shopping Centre, ORG, 2
Spanish, NORP, 2
Vic, ORG, 2
overnight, TIME, 2
SBS News, ORG, 2
the United States, GPE, 2
Gold Coast, LOC, 2
BHP, ORG, 2
Kerobokan, PERSON, 2
Breitbart News, ORG, 2
Bathurst, ORG, 2
first, ORDINAL, 2
thousands, CARDINAL, 2
five, CARDINAL, 2
Swiss, NORP, 2
British, NORP, 2
Coronation of Poppea, ORG, 2
South Australian, NORP, 2
the State Government, ORG, 2
London Bridge, FAC, 2
Perth Zoo, PERSON, 2
Aldinga Beach, GPE, 2
Sunshine Coast, LOC, 2
New Zealand, GPE, 2
CCTV, ORG, 2
Roy Barraclough, PERSON, 2
UK, GPE, 2
Stephen Paddock, PERSON, 2
Wide Bay region, LOC, 2
Barry O'Sullivan, PERSON, 2
more than 400, CARDINAL, 1
2017, CARDINAL, 1
one day, DATE, 1
Botswana, PERSON, 1
200, CARDINAL, 1
early Thursday morning, TIME, 1
457, CARDINAL, 1
July 1, DATE, 1
Texas Tech, ORG, 1
one hour, TIME, 1
Senate, ORG, 1
Bourke St Mall, PERSON, 1
THE Melbourne CBD, ORG, 1
the Bourke Street Mall, FAC, 1
up to 20, CARDINAL, 1
Avian, NORP, 1
South Korea, GPE, 1
20 per cent, MONEY, 1
winter, DATE, 1
10 hours, TIME, 1
eighth, ORDINAL, 1
Wangaratta, GPE, 1
18, CARDINAL, 1
At least 80, CARDINAL, 1
hundreds, CARDINAL, 1
Hamburg, GPE, 1
Barwon Prison, GPE, 1
Opposition, ORG, 1
Wayne State University, ORG, 1
Noel Night, WORK_OF_ART, 1
Saturday, DATE, 1
night, TIME, 1
morning, TIME, 1
MASKED, ORG, 1
at least 37, CARDINAL, 1
midday, TIME, 1
just 1.4km, QUANTITY, 1
Adelaide, ORG, 1
Alabama, GPE, 1
Tuesday, DATE, 1
About two hours later, TIME, 1
